"","Rep2_Add.mean","Rep2_Add.sd","Rep2_Max.mean","Rep2_Max.sd","Rep2_Min.mean","Rep2_Min.sd","Rep2_p.value_Add","Rep2_p.value_Max","Rep2_p.value_Min","Rep2_avg.f.DKO","Rep2_avg.f.SKO1","Rep2_avg.f.SKO2","Rep2_z_Add","Rep2_z_Max","Rep2_z_Min","Rep2_p.adj_Add","Rep2_p.adj_Max","Rep2_p.adj_Min"
"APC-KDM6A",0.0261812177148106,0.0526107185875548,-0.0362485092691056,0.0436699525170726,0.00321144538391622,0.040596934806177,2.1019550557194e-11,1,0.864581189794591,-0.0592182816,-0.0524813408458829,-0.0329181584689278,-0.297419861318174,-6.26578166106434,-2.47731076849443,3.8233091959999e-11,1,1
"APC-KLLN",0.0435743700735123,0.0649281719033747,-0.0293385475876448,0.055275130689318,0.00954748354115712,0.0403190604019057,5.47420345419071e-23,1,0.999771102838811,-0.06336543412,-0.0524813408458829,-0.0544584633476294,-0.232663358645481,-6.22253200356453,-2.45837709860667,1.8945163892755e-22,1,1
"APC-KMT2C",0.0187995986885331,0.0505452017747901,-0.0447065673652888,0.0412199968950551,-0.00818674451284482,0.0354217754529812,4.88317964435715e-09,1,0.000202653128322316,-0.0716929105666667,-0.0524813408458829,-0.0380111684093168,-0.324902391359072,-6.31872090047501,-2.51137141640526,7.91576553596281e-09,1,0.00497626015102576
"APC-MAP3K1",0.0184343663570762,0.0537523149794239,-0.0441544603276018,0.0451193735395566,-0.000587496615322072,0.0356676567581953,4.68031709534967e-07,1,0.40620755188927,-0.0631763233,-0.0524813408458829,-0.0291293488111933,-0.326262189051887,-6.31526524595998,-2.48866295924066,7.11708769315788e-07,1,1
"APC-MLH1",-0.000278841550226164,0.0637825594364839,-0.0617922826222427,0.0566573825407696,-0.0126580635946501,0.0356359262277331,0.519093034798247,1,0.000213597366892955,-0.0741715046666667,-0.0524813408458829,-0.0214113222705576,-0.395933394873162,-6.42566090493047,-2.52473283837855,0.575997794261485,1,0.0051496383363647
"APC-MLLT4",0.0487579250815106,0.0575796831259816,-0.0282453814894123,0.0496581097500514,0.00714910167092288,0.0480698811234803,4.50936421830571e-33,1,0.990928866617782,-0.0698542049,-0.0524813408458829,-0.0661307891356277,-0.213364447970352,-6.21568984415491,-2.46554406469319,3.06636766844788e-32,1,1
"APC-MYSM1",0.0300645326290004,0.0447712893974763,-0.0435646832546918,0.0338453039998454,-0.00689891091630779,0.032717648563842,1.20524690684794e-15,1,0.00300503803974145,-0.0805281268,-0.0524813408458829,-0.0581113185831175,-0.282961878806807,-6.31157381356419,-2.50752304687495,2.68597882097541e-15,1,0.0504389929202173
"APC-NCOA3",0.0502264993450678,0.0520142568731355,-0.0171726931039572,0.0468425499246684,0.014934563129025,0.0470999506325606,9.08197585717905e-30,0.999998730869242,0.999990684756966,-0.05246462932,-0.0524813408458829,-0.0502097878191849,-0.207896794306322,-6.14638555531089,-2.44227915474261,5.01779166109143e-29,1,1
"APC-NCOR1",0.016667609867487,0.0612421440523892,-0.0473157765751754,0.0511546730223466,-0.00676268459733755,0.0429150180527695,2.01153112966685e-05,1,0.0105765861504408,-0.07074607104,-0.0524813408458829,-0.0349323400616042,-0.332840005941006,-6.33505201920982,-2.5071159684942,2.84966910036138e-05,1,0.144583023046231
"APC-NF1",0.00941750310369158,0.0630823669763785,-0.0469992387364279,0.055241959583015,0.0127480933201195,0.0450523856757825,0.0120896064080808,1,0.999955647657939,-0.04366864852,-0.0524813408458829,-0.000604810777808687,-0.359832902245519,-6.33307079937928,-2.44881287448261,0.0150665583619503,1,1
"APC-NF2",-0.00487243121642755,0.038862400593139,-0.0573537720623104,0.0330299154112327,0.185903367245883,0.063425833520109,0.803283949230855,1,1,0.1334220264,-0.0524813408458829,0.19077579846231,-0.413035803646566,-6.39788013415697,-1.93138152156547,0.863872276301795,1,1
"APC-NFIA",0.0226491130407808,0.0566489968759041,-0.0545322582814809,0.0429964802382746,-0.00847659507773826,0.0379877612693017,5.16775298037236e-07,1,0.00168498518617206,-0.0856579664,-0.0524813408458829,-0.0558257385948979,-0.310570251830887,-6.38022019474236,-2.51223756253258,7.84032088326515e-07,1,0.0331250096127491
"APC-PBRM1",0.0456885643864329,0.0551627710533232,-0.0309181120552815,0.0470578703817635,0.00478641977171439,0.0418440472748428,5.90096421746282e-23,1,0.928500395821976,-0.07182025667,-0.0524813408458829,-0.06502748021055,-0.224791994855193,-6.23241854496279,-2.47260435031951,2.03238403957291e-22,1,1
"APC-PTEN",-0.0273477918320884,0.054073383246004,-0.0798291326779713,0.04830897433617,0.0822305638458829,0.0985426206347975,0.988154659541757,0.999999999943559,0.99999999999695,0.029749223,-0.0524813408458829,0.109578355677971,-0.496713892572732,-6.53855409063056,-2.24118183955621,0.99999999999948,1,1
"APC-PTPN22",-0.000419331498050896,0.103468963241159,-0.0654045098419108,0.0913600043528754,0.00645342534385991,0.0421412064483515,0.52263199693933,1,0.983110537973906,-0.058531753,-0.0524813408458829,-0.00563108065606621,-0.396456453459333,-6.44826994348437,-2.46762291990183,0.578955745982917,1,1
"APC-RB1",0.0309322562776307,0.0530645864553441,-0.028961560766437,0.0432688222222241,0.0128011703107344,0.0398081185212286,6.31060267401595e-19,1,0.999999744039003,-0.0470926467333333,-0.0524813408458829,-0.0255435621650811,-0.279731254040643,-6.22017243173899,-2.44865426713304,1.69047659510003e-18,1,1
"APC-RBL2",0.0256170127038042,0.0513727928522982,-0.0401344446427429,0.041894264380541,-0.00482270605345284,0.0400578303291753,2.56089275156596e-11,1,0.0424376864959484,-0.0705741634,-0.0524813408458829,-0.0437098352579214,-0.299520454847725,-6.29010384716663,-2.50131882642723,4.63899424668915e-11,1,0.468936435780229
"APC-RHOBTB1",0.0450439166221033,0.0566118691545597,-0.0244045450337796,0.0421197075730831,0.0161602652558829,0.0380116732932881,1.36013498217244e-26,0.999999999999999,0.999999999598876,-0.0532881964,-0.0524813408458829,-0.0458507721762204,-0.227192085063848,-6.19164993353361,-2.43861644961446,6.01179662120218e-26,1,1
"APC-ROBO1",0.0442232167704212,0.0648655193682307,-0.0266929558589746,0.0554836851523791,0.0142156418865387,0.0468050965921579,2.82909785754092e-28,1,0.999999695281327,-0.0567005307428571,-0.0524813408458829,-0.0484424066673955,-0.230247635377149,-6.20597316555298,-2.44442747158395,1.41561651286765e-27,1,1
"APC-ROBO2",0.0174098262923662,0.0769192056071737,-0.0476410658373741,0.0635165821455123,0.00766056764974027,0.0525917425453708,0.000428689198261237,1,0.984560547049468,-0.05739032448,-0.0524813408458829,-0.0223188099264833,-0.330076657531805,-6.33708801446233,-2.46401567617004,0.000576513059730629,1,1
"APC-RUNX1",0.0278718181495794,0.06072014861084,-0.0337454588471761,0.0531805333272211,0.0169310925300889,0.0436802467985408,4.54883877494212e-11,1,0.999999980334594,-0.0446861844666667,-0.0524813408458829,-0.0200766617703632,-0.291125581286884,-6.25011499336868,-2.43631302454219,8.16205712526828e-11,1,1
"APC-SETD2",0.0773393451399002,0.0847525063806937,-0.0498199388803392,0.0422848111104274,0.0406311386869061,0.0605652116753529,4.13810431231307e-17,1,0.999999999839928,-0.0865281453333333,-0.0524813408458829,-0.111386149627351,-0.106952869078242,-6.35072564621601,-2.36549134715927,1.0256310875004e-16,1,1
"APC-SIAH1",0.0479007642652629,0.0522235734957355,-0.0227396412257048,0.0402746627168097,0.0177547756409677,0.031366284567806,1.43341688144573e-25,0.999999999999841,0.999999999789245,-0.05288562985,-0.0524813408458829,-0.04830505326938,-0.216555746220579,-6.18122925064292,-2.43385165298373,5.97707793961331e-25,1,1
"APC-SMAD4",-0.0189425184742653,0.054065564031003,-0.0721394118308134,0.0471354811504235,0.0328874107165481,0.0463897281909114,0.99997423462439,1,1,-0.02030948264,-0.0524813408458829,0.0511143766801482,-0.465420191727969,-6.49042389711573,-2.38863154698964,0.99999999999948,1,1
"APC-TACSTD2",0.0320166488236915,0.06782646637736,-0.0472215258372466,0.0525870776727696,0.00609832906093805,0.0381237025695787,2.93647273833276e-10,1,0.982759461362396,-0.0731398456,-0.0524813408458829,-0.0526751535778086,-0.275693948590829,-6.3344621010131,-2.46868403658585,5.04373426299124e-10,1,1
"APC-TBX3",0.0344822717902974,0.056725917697378,-0.0375365806282081,0.042669191387214,0.00857253268517218,0.0328112448289506,9.89977858226607e-17,1,0.99993123080882,-0.0634463197333333,-0.0524813408458829,-0.0454472506777479,-0.266514179625775,-6.27384373834994,-2.4612904960967,2.38674661819724e-16,1,1
"APC-TP53",0.0151611219544751,0.073275404799375,-0.0397396660769306,0.0651168715499697,0.0497858818554057,0.0395159503679713,0.00246464868138758,0.999999999999999,1,-0.005114906176,-0.0524813408458829,0.0322053127154078,-0.338448816037844,-6.28763291627776,-2.33813468030247,0.00320404328580385,1,1
"APC-TTI2",0.0608578790993115,0.0596389261714853,-0.0455878626213178,0.0442640470241405,0.0134448961912176,0.0539997836903413,1.40832203104361e-39,1,0.999959853287281,-0.093850467,-0.0524813408458829,-0.10137738378284,-0.168315069425629,-6.32423695392603,-2.44673065287807,1.65259735678215e-38,1,1
"APC-UNC5D",0.0458233868729184,0.063079138927531,-0.0327230446729507,0.0402880312893759,0.0107431478792024,0.0499121531057452,6.12563404300394e-26,1,0.999576547462806,-0.0678032836666667,-0.0524813408458829,-0.0611453296937022,-0.224290036812949,-6.24371567237435,-2.45480415391926,2.62019056162039e-25,1,1
"APC-USP9X",0.017993763131633,0.0643617699230286,-0.080739710187245,0.051889582835472,-0.0291474250447584,0.0499868646289235,0.00017435528380568,1,6.17531694784974e-13,-0.1282573836,-0.0524813408458829,-0.0933933206493864,-0.327902600367651,-6.54425342258326,-2.5740071827888,0.000238345470439517,1,6.29882328680674e-11
"APC-WDR11",0.0603724692039615,0.0897278421253855,-0.0421200099379943,0.0514143299611997,0.0343420772169558,0.0588349418602109,1.1571441460568e-21,1,1,-0.0665727905666667,-0.0524813408458829,-0.0760415302830786,-0.170122300601285,-6.30253155992711,-2.38428463893259,3.61880456997952e-21,1,1
"ARID1A-ARID5B",0.0237354059985923,0.0666423601938817,-0.0483005646075785,0.0619989049030407,-0.00973744939382913,0.0522195653492373,5.57951403994906e-06,1,0.0125518174686657,-0.08177342,-0.0380907286509492,-0.0693668865283467,-0.306525870951842,-6.3412158370535,-2.51600531121164,8.08572198576224e-06,1,0.164789207558918
"ARID1A-ATM",0.0422733975036454,0.0838599022450102,-0.0233500645208775,0.079439345170618,0.00959631952452291,0.0678254974559275,3.40361770368051e-13,0.999988950033755,0.974282216363769,-0.0560271425,-0.0380907286509492,-0.0615397599169455,-0.237507013893262,-6.18504990836334,-2.45823116444959,6.62730848029421e-13,1,1
"ARID1A-BAP1",0.0340126537840432,0.0754510503511908,-0.0346840272157355,0.0705324126109138,0.00219988129389632,0.0631290524094459,8.36298434958461e-15,1,0.72525376586801,-0.0664967997058823,-0.0380907286509492,-0.0624344915478553,-0.268262615967272,-6.25598952094953,-2.4803335755034,1.7730246818984e-14,1,1
"ARID1A-BAX",0.0286510576140752,0.0860113579932812,-0.0222038379983011,0.0819857785117719,0.0119506338123763,0.0765054536039561,6.71810712820169e-09,0.999998611445576,0.996648889658324,-0.0389042618,-0.0380907286509492,-0.029464590763126,-0.288224392277288,-6.17787564216566,-2.451195883343,1.08109345291207e-08,1,1
"ARID1A-BRCA1",0.0732686581746531,0.0980999945864015,-0.0245202816491876,0.0978920531689853,0.0376176495857454,0.0888824693108626,8.92358691581932e-37,0.999999435830976,0.999999999999768,-0.0601712902380952,-0.0380907286509492,-0.0953492197617991,-0.122108457088304,-6.19237433248216,-2.37449640780376,8.51271672688951e-36,1,1
"ARID1A-BRCA2",0.0622196221514955,0.0720195023756982,-0.0346542824269526,0.0634270780161484,0.0284553310308291,0.0582863326433101,1.48436337803587e-50,1,1,-0.068418573547619,-0.0380907286509492,-0.0925474670481653,-0.163245159395538,-6.25580334742403,-2.40187571181364,4.80064838847698e-49,1,1
"ARID1A-CADM2",0.03291281869424,0.0623703469051863,-0.0240685647507955,0.0576790238159142,0.00400705187360694,0.0496696153384038,3.54143073529313e-20,0.999999999999885,0.922303254612264,-0.0529743315714286,-0.0380907286509492,-0.0477964216147194,-0.272357415602413,-6.18954702286122,-2.47493329691637,1.00987895806423e-19,1,1
"ARID1A-CASP8",0.0294320872843947,0.065625499387666,-0.021438011894507,0.0590159810755296,0.0131768129503304,0.0498795074422245,1.2866335943024e-15,0.99999999997109,0.999997402110079,-0.0376932862285714,-0.0380907286509492,-0.0290346448620169,-0.28531653814651,-6.17308231360316,-2.44753175278616,2.86254386920298e-15,1,1
"ARID1A-CBFB",-0.00821082214816564,0.0704633709025811,-0.0511712764843974,0.0627370483258429,0.0123483294790889,0.0548150311325202,0.965108202505614,1,0.999687662893421,-0.0306121248571429,-0.0380907286509492,0.015689425941972,-0.42546497788912,-6.35918370882711,-2.45000746902439,0.99999999999948,1,1
"ARID1A-CDH1",0.0309197793361036,0.0955006431029694,-0.0201957504676535,0.0901223091307383,0.0145995799466142,0.0797213368073669,3.83973044191712e-08,0.999913152380999,0.99815794161426,-0.0365159498571429,-0.0380907286509492,-0.0293450005422972,-0.279777706982622,-6.16530696205804,-2.44328016844176,6.04689140852981e-08,1,1
"ARID1A-CDKN1B",0.0336580850608858,0.0604215251929246,-0.017923878688482,0.0549927959818672,0.0129331636422249,0.0449984013547167,6.89956448238095e-18,0.999999906874177,0.999993643367545,-0.0386488001071429,-0.0380907286509492,-0.0342161565170794,-0.269582711945004,-6.15108724842399,-2.44825983797971,1.76959816317933e-17,1,1
"ARID1A-CSMD1",0.0426920812153042,0.0850456643273423,-0.012654334148622,0.0798130014984121,0.0156401685544024,0.0741331319374467,6.85438655457598e-23,0.999175405476602,0.999984184020388,-0.0397062468095238,-0.0380907286509492,-0.0443075993738788,-0.235948211191262,-6.11810501103469,-2.44017062889987,2.33049142855583e-22,1,1
"ARID1A-CTCF",0.0609245239560757,0.0706961566264172,-0.0386071242304942,0.0613141517080337,0.0247158081865699,0.0634012638865286,3.0949812659298e-26,0.999999999999996,0.999999928125122,-0.07481584,-0.0380907286509492,-0.0976496353051265,-0.168066943740522,-6.28054430287864,-2.41305034323376,1.34555578971243e-25,1,1
"ARID1A-DUSP26",0.0193017241518107,0.0740850536292752,-0.0362132201757924,0.0665092222086348,0.00569434372760305,0.0582730785708119,8.69505574599695e-06,1,0.951678140133765,-0.0498206006,-0.0380907286509492,-0.0310315961008614,-0.323032926397564,-6.26556078557043,-2.46989124600458,1.25050367887115e-05,1,1
"ARID1A-FOXA1",0.0315860379691794,0.0773199870357361,-0.0264200063121599,0.0698694836527611,0.0138211205784821,0.061195039072588,1.99757846698704e-12,0.99999999995465,0.9999502072242,-0.0441849237028571,-0.0380907286509492,-0.0376802330210873,-0.27729715727756,-6.20426476614954,-2.44560640012337,3.81669891530952e-12,1,1
"ARID1A-FTO",0.0791012181388006,0.0826480354778721,-0.00607229273305035,0.078017777131359,0.0421001669575652,0.0735981923397719,1.26435805035032e-53,0.917912154913132,1,-0.0430733439142857,-0.0380907286509492,-0.0840838334021371,-0.100393233929346,-6.07690781631843,-2.36110152253351,5.9876384813019e-52,1,1
"ARID1A-GATA3",0.033955446292413,0.0582751117794924,-0.0165818595268324,0.0489614612497827,0.0235355634763883,0.0412274595939345,9.31923425578083e-22,0.999999995330314,1,-0.0270017423428571,-0.0380907286509492,-0.0228664599843209,-0.268475605367252,-6.14268751022353,-2.4165772102088,2.9352267513457e-21,1,1
"ARID1A-KAT6B",0.0320249219799465,0.07745623054939,-0.0316512894724114,0.0675604416579069,0.0107479679523579,0.0572833560822331,6.14871818049782e-16,1,0.999846007059671,-0.0529282435,-0.0380907286509492,-0.0468624368289973,-0.275663146775604,-6.23700752441582,-2.45478975033272,1.40572419092071e-15,1,1
"ARID1A-KDM5C",0.00291489433119151,0.0593324602281427,-0.0425041793554944,0.0527746610495953,0.00170469292478117,0.0451582575801786,0.266763051630115,1,0.687447896861871,-0.0437143807619048,-0.0380907286509492,-0.00853854644214705,-0.38404278632356,-6.30493608783837,-2.48181332244942,0.306789077590228,1,1
"ARID1A-KDM6A",0.032041460119877,0.0692779735066175,-0.0211381041477933,0.0608253945484245,0.0142121372676702,0.0542724153142993,1.36068708146451e-16,0.999999999619137,0.999998552000354,-0.038967427,-0.0380907286509492,-0.0329181584689278,-0.275601573572511,-6.17120518201765,-2.44443794426342,3.24509185255744e-16,1,1
"ARID1A-KLLN",0.0476240354442929,0.0815527360406538,-0.0196182911966268,0.0738840464914132,0.022317170086634,0.060951101709591,1.75605601118256e-25,0.999999558002901,0.999999999884734,-0.0449251565542857,-0.0380907286509492,-0.0544584633476294,-0.21758603620282,-6.16169262715384,-2.42021807499884,7.29946793363031e-25,1,1
"ARID1A-KMT2C",0.0253971100364565,0.0609811466457055,-0.0292426222910156,0.056117233882512,0.00393494530366264,0.0489189954169606,9.18839897688508e-14,1,0.929838222537968,-0.0507047870238095,-0.0380907286509492,-0.0380111684093168,-0.300339175190775,-6.22193160425466,-2.47514876941799,1.84883414921845e-13,1,1
"ARID1A-MAP3K1",0.0221350547264282,0.0672894863107924,-0.03107132377291,0.0601919654718781,0.00812135576362389,0.0475543593831708,4.75596844471104e-10,1,0.999142637314982,-0.0450850227357143,-0.0380907286509492,-0.0291293488111933,-0.312484144029424,-6.23337750170059,-2.46263872580769,8.07479405593705e-10,1,1
"ARID1A-MLH1",0.0148889268262687,0.0828017444603709,-0.0367807338102689,0.0769385972531344,0.00705653654129955,0.0565484880913544,0.00618504839147236,0.999999999987627,0.948775075663698,-0.0446131240952381,-0.0380907286509492,-0.0214113222705576,-0.339462226613666,-6.26911287043704,-2.46582067249824,0.00786325423498788,1,1
"ARID1A-MLLT4",0.0661526271199102,0.0621465227264722,-0.00573966214852011,0.0564124478606955,0.0338233986017637,0.0551292248523635,1.46263339943021e-63,0.961941509112631,1,-0.0380688906666667,-0.0380907286509492,-0.0661307891356277,-0.148602175680085,-6.07482587150917,-2.38583458062078,1.49188606741881e-61,1,1
"ARID1A-MYSM1",0.0463072550340668,0.0615608303817512,-0.0210914736402801,0.0508578080348802,0.0175039364743469,0.0477870892387019,1.22382507580345e-35,0.999999999998413,0.999999999966155,-0.0498947922,-0.0380907286509492,-0.0581113185831175,-0.222488545672962,-6.17091332027197,-2.43460122327638,1.04696261323573e-34,1,1
"ARID1A-NCOA3",0.0408143166415627,0.0537769883859767,-0.0184472543318264,0.0483516076251812,0.0117753711448176,0.0404122634872396,1.01831760498669e-33,0.999999999945402,0.99999939788709,-0.0474861998285714,-0.0380907286509492,-0.0502097878191849,-0.242939322643082,-6.15436307227973,-2.45171961211623,7.46016101774782e-33,1,1
"ARID1A-NCOR1",0.032444235683982,0.0637291798766507,-0.0229297714033663,0.0528061850073692,0.0147951740587769,0.0446475585895948,9.68546142163432e-20,0.999999999999992,0.999999999013928,-0.0405788330285714,-0.0380907286509492,-0.0349323400616042,-0.274101998546917,-6.18241928112982,-2.44269568421679,2.68119453968416e-19,1,1
"ARID1A-NF1",0.0102357755144722,0.0683282343099488,-0.0348833937658793,0.0599314958724514,0.0166594053660658,0.0508375285919901,0.00383450448379414,1,0.999999989843991,-0.0284597639142857,-0.0380907286509492,-0.000604810777808687,-0.35678638954541,-6.25723736216893,-2.43712489387578,0.00494606317656715,1,1
"ARID1A-NF2",0.0255729041886388,0.0508300918628396,-0.0125178244623104,0.0376226199404258,0.216348702650949,0.0807296223172158,1.35738213958283e-06,0.99356716874351,1,0.178257974,-0.0380907286509492,0.19077579846231,-0.299684675405407,-6.11725059281205,-1.84040322947249,2.01781246310183e-06,1,1
"ARID1A-NFIA",0.0300652712172757,0.0634512350669441,-0.0412915200721093,0.0545474390726802,0.00750559526081352,0.0430115551124414,9.20360386224566e-13,1,0.99493831243145,-0.0638511960285714,-0.0380907286509492,-0.0558257385948979,-0.282959128966374,-6.29734601699744,-2.46447877250577,1.76869256830982e-12,1,1
"ARID1A-PBRM1",0.0504250277900707,0.054840201884898,-0.0211006163425793,0.0461997705478873,0.0188324630612214,0.036905317437463,2.14767540341419e-40,0.999999999999672,0.999999999999995,-0.0526931810714286,-0.0380907286509492,-0.06502748021055,-0.207157652400685,-6.17097054471999,-2.43063125289287,2.7122072237402e-39,1,1
"ARID1A-PTEN",-0.0155106934555935,0.0579212103945139,-0.0540301755700772,0.0464931565234918,0.0944964156859123,0.0941380894930666,0.945711905055844,0.999999994175722,1,0.0559769335714286,-0.0380907286509492,0.109578355677971,-0.452643152729478,-6.37707764398653,-2.20452840031422,0.994459941398928,1,1
