"","Rep2_Add.mean","Rep2_Add.sd","Rep2_Max.mean","Rep2_Max.sd","Rep2_Min.mean","Rep2_Min.sd","Rep2_p.value_Add","Rep2_p.value_Max","Rep2_p.value_Min","Rep2_avg.f.DKO","Rep2_avg.f.SKO1","Rep2_avg.f.SKO2","Rep2_z_Add","Rep2_z_Max","Rep2_z_Min","Rep2_p.adj_Add","Rep2_p.adj_Max","Rep2_p.adj_Min"
"APC-ROBO1",-0.0126208353482058,0.0378899329345853,-0.0204698685240612,0.0285432288031686,0.00744264935014116,0.0274996545200637,0.999999958252411,1,0.999992368499693,-0.000406383825714286,0.00327310399850632,0.00894134752398517,-1.86797049769147,-6.49070780716193,-1.80441629413375,1,1,1
"APC-ROBO2",-0.0222745472348144,0.0326081958088779,-0.0277028145408228,0.0255480685169068,-0.00312561441399161,0.0255942509987942,1,1,0.0535055839198914,-0.00855388172,0.00327310399850632,0.0104475615163081,-1.8921337419604,-6.53810478021488,-1.83055745788893,1,1,0.305812087404207
"APC-RUNX1",-0.0133687201142022,0.046752013554784,-0.0395977657917199,0.0321338567090929,-0.00261296696914897,0.0393569950451835,0.999995361603831,1,0.142937732062119,-0.0288420126466667,0.00327310399850632,-0.0187463965309708,-1.86984245352546,-6.6160515369857,-1.82928939710776,1,1,0.694268984301721
"APC-SETD2",0.0349974552082605,0.0781133849188618,-0.0431465569499787,0.0297217768928153,0.0416384602249059,0.0739881030136543,9.38121091615335e-06,1,0.999999938659262,-0.0365055519333333,0.00327310399850632,-0.0747761111401002,-1.74878189957505,-6.63930650923474,-1.71983113314903,9.35299674798447e-05,1,1
"APC-SIAH1",-0.0238135241828342,0.0388272826825047,-0.0308861192699564,0.028509582501822,-0.00276099701287782,0.0285085004123153,0.999999999999933,1,0.112434277023716,-0.0098335921,0.00327310399850632,0.0107068280843279,-1.89598580180599,-6.55896474628078,-1.82965555731157,1,1,0.573414812820951
"APC-SMAD4",-0.0433579075327313,0.0341419415754805,-0.0405569340647548,0.0331531697937867,0.00588016916002352,0.0239107224032279,1,1,0.998088577889694,0.008681142628,0.00327310399850632,0.048765946162225,-1.94490540024815,-6.62233689743011,-1.80828117217103,1,1,1
"APC-TACSTD2",0.00110746539174283,0.0485288145015549,-0.0185378271752471,0.0280399505693346,0.01736962226659,0.0351214322690383,0.375467541190323,1,0.999999999987463,-0.0022756703004,0.00327310399850632,-0.00665623969064916,-1.83360855608051,-6.47804727969017,-1.77986139747393,1,1,1
"APC-TBX3",-0.00837212012327246,0.0335379015740102,-0.0168119006612921,0.0227621729241453,0.0100027360146863,0.0220311995749792,0.99989838620376,1,0.999999999970235,0.00156295547666667,0.00327310399850632,0.00666197160143281,-1.85733596197971,-6.46673740785044,-1.79808378330521,1,1,1
"APC-TP53",-0.00092683007055186,0.0398176455132871,-0.00812723406320491,0.0278586264144769,0.023666121712653,0.0237080180934062,0.628977332047568,0.99998591338336,1,0.01646571772,0.00327310399850632,0.0141194437920455,-1.83870039834263,-6.4098274146375,-1.76428667046319,1,1,1
"APC-TTI2",-0.00201442200378284,0.0999101901689045,-0.0706762418257959,0.0495182688479212,0.0259518677458954,0.0734426972599704,0.613679886954035,1,0.999999184945153,-0.0453284045163333,0.00327310399850632,-0.0439686340708411,-1.84142264133644,-6.81970654667338,-1.75863275580972,1,1,1
"APC-UNC5D",-0.0204030058879606,0.0438998471913679,-0.0284410117953348,0.0320533868985595,0.00545400840404085,0.0255676325365579,0.99999999999985,1,0.999355689983134,-0.00258399750333333,0.00327310399850632,0.0145459043861209,-1.88744927330683,-6.54294213352829,-1.80933530351718,1,1,1
"APC-USP9X",0.062111470189722,0.0634577254859198,-0.0554431113301826,0.0379847810408309,0.0656858404653591,0.0619825192914425,6.11481574398742e-21,1,1,-0.05262233284,0.00327310399850632,-0.117253315242774,-1.68091551047995,-6.71988494231748,-1.66034865629393,2.13374886224403e-19,1,1
"APC-WDR11",0.00239503090710136,0.113494083001344,-0.044740133040594,0.0564108658957661,0.0443548086476954,0.078178984581059,0.3728610855965,1,1,-0.00352191233333333,0.00327310399850632,-0.00844849020560769,-1.83038577913986,-6.6497490983056,-1.71311210053203,1,1,1
"ARID1A-ARID5B",-0.0588515764906339,0.0675228191405717,-0.0978866227359026,0.07285871757297,-0.0493799820488489,0.0618977537437461,1,1,1.4161223901167e-14,-0.0884150282941177,-0.0345204111919823,0.00654780896937783,-1.98368605913347,-6.99801420827742,-1.94497010179345,1,1,1.56481524107896e-12
"ARID1A-ATM",0.0225444372645606,0.0945846445779727,-0.0454208143248003,0.0943756824546819,-0.0071548373606391,0.0951326387460271,0.00159879643174181,0.999999997975626,0.16299766655089,-0.07512008895,-0.0345204111919823,-0.0643577564583989,-1.77995180789564,-6.65420955361805,-1.84052395562263,0.0123256050493584,1,0.766873356419257
"ARID1A-BAP1",-0.0100299663154238,0.0824568235658819,-0.0720419348469158,0.0811623099860702,-0.0352288105273315,0.079152363193806,0.976799112838174,1,6.02282388781023e-13,-0.0972407790588235,-0.0345204111919823,-0.0561338997088045,-1.86148555158543,-6.82865583444224,-1.90996642471576,1,1,3.8624383163303e-11
"ARID1A-BAX",-0.037719367125206,0.0793669779069028,-0.0730035761220756,0.0772300062284373,-0.0183020930488447,0.0772340156267404,0.999999999999997,1,3.3684170102319e-05,-0.0535863020457143,-0.0345204111919823,0.018653476271474,-1.93079213161246,-6.83495740029103,-1.8680972867648,1,1,0.000535906612559699
"ARID1A-BRCA1",-0.00333385150088622,0.094094303865629,-0.0552516206343567,0.094742043183039,-0.0226873686284343,0.0901846586374407,0.736868623036575,1,3.56927617207385e-06,-0.0746051377619048,-0.0345204111919823,-0.0367508750690362,-1.84472517383468,-6.71863011761273,-1.87894449966524,1,1,7.17100030934838e-05
"ARID1A-BRCA2",-0.00648124703721541,0.0690648329539183,-0.0568611240303687,0.0684303848708099,-0.0243700312520849,0.0676410576102335,0.938362456519419,1,3.51233221884685e-10,-0.0747499082452381,-0.0345204111919823,-0.0337482500160404,-1.85260310597607,-6.72917707716596,-1.88310665535811,1,1,1.36980956535027e-08
"ARID1A-CADM2",-0.0343191602338085,0.0598248833204937,-0.0696627279379347,0.0559680400655626,-0.0179385959815882,0.0577368967635242,1,1,1.507224530437e-07,-0.0532821636857143,-0.0345204111919823,0.0155574077400766,-1.92228141255985,-6.81306506333859,-1.86719815739296,1,1,3.91878377913619e-06
"ARID1A-CASP8",-0.0340836641781554,0.0765204226422701,-0.0694555275338919,0.0716697681277452,-0.0168331880156921,0.0725569207588851,0.999999999999995,1,2.93469085607655e-05,-0.0522050513714286,-0.0345204111919823,0.0163990239987091,-1.9216919658492,-6.81170729405009,-1.86446387186624,1,1,0.000480419762365125
"ARID1A-CBFB",0.0202955015550593,0.0496538432536777,-0.0446815445656304,0.0456212208460004,-0.00660757416502466,0.0460852340035101,9.42762913884966e-08,1,0.0211085085843641,-0.0715846202857143,-0.0345204111919823,-0.0573597106487912,-1.78558089477249,-6.64936517225905,-1.83917027093676,1.10628639275351e-06,1,0.139253146183417
"ARID1A-CDH1",-0.0516060154247086,0.0589774215097244,-0.086709096512866,0.0591904778816317,-0.0317265990904141,0.0576502641177846,1,1,4.44292268223742e-14,-0.0668296801785714,-0.0345204111919823,0.0192967464381195,-1.96555041722103,-6.92476868591844,-1.90130351804339,1,1,4.20808248331915e-12
"ARID1A-CDKN1B",-0.0286469158956684,0.0614979821400357,-0.0638140828706442,0.0553039665389101,-0.00999070063216703,0.0594814780551362,0.999999999999343,1,0.00464643952503675,-0.0451578676071429,-0.0345204111919823,0.0180094594805078,-1.9080837829739,-6.77473931446555,-1.84753861458865,1,1,0.0362422282952866
"ARID1A-CSMD1",-0.0306643081615506,0.0460477047641173,-0.0662553297714729,0.0449550177063353,-0.0197650547472205,0.0453187574101966,1,1,6.11698375889414e-13,-0.0553560763571429,-0.0345204111919823,0.00982864299639,-1.91313331652942,-6.79073662915669,-1.87171600050797,1,1,3.8624383163303e-11
"ARID1A-CTCF",-0.00659949841015369,0.0682990084472412,-0.0587268488897225,0.0677619382078132,-0.0199180814728121,0.0640915615836879,0.857684304775108,1,0.000180730783313344,-0.0720454319523809,-0.0345204111919823,-0.030925522350245,-1.85289908920439,-6.74140303747011,-1.87209452027072,1,1,0.00228237160641423
"ARID1A-DUSP26",-0.00422551289168677,0.048326208537104,-0.040757667728675,0.0402379887354163,0.00175050699384533,0.0455191280924189,0.924094202296287,1,0.744381111768984,-0.0347816478431429,-0.0345204111919823,0.00396427624052622,-1.84695700261144,-6.62365229063747,-1.81849611166809,1,1,1
"ARID1A-FOXA1",-0.0228535306028958,0.0582468155825475,-0.059788653394823,0.0571214506368145,-0.0235805700737871,0.0595410306908184,0.999999997300638,1,1.85902715886049e-10,-0.0605156928657143,-0.0345204111919823,-0.00314175107083614,-1.89358293753563,-6.74836096573325,-1.88115388105186,1,1,7.70334378952815e-09
"ARID1A-FTO",0.00217468884863488,0.0521010658190417,-0.0406476292957183,0.0452694733652363,-0.0104640862270754,0.0433481658622921,0.237935300204832,1,3.39488351847773e-05,-0.0532864043714286,-0.0345204111919823,-0.0209406820280811,-1.83093729539019,-6.62293121673072,-1.84870955909117,1,1,0.000535906612559699
"ARID1A-GATA3",-0.0010790455935005,0.0458799285827167,-0.0371949791739703,0.0408694719955916,0.0131022328661841,0.0407073330063735,0.641869635996196,1,0.999999700461599,-0.0230137007142857,-0.0345204111919823,0.0125857560711971,-1.83908139385045,-6.60030624975287,-1.79041701262632,1,1,1
"ARID1A-KAT6B",-0.0247969214910095,0.0598784396313167,-0.0607642568175669,0.059627957123483,-0.013805618006776,0.0567262654733722,0.999999999998771,1,1.48647898615111e-05,-0.0497729533333333,-0.0345204111919823,0.00954437934965851,-1.89844724561641,-6.75475402452713,-1.85697501606649,1,1,0.00025598326436836
"ARID1A-KDM5C",-0.0151531632087563,0.0593657005495733,-0.0556765971322999,0.0516036708324319,-0.018116740647885,0.0530361202012565,0.999565545361851,1,3.72111049192802e-06,-0.0586401745714286,-0.0345204111919823,-0.00896660017068992,-1.8743089152227,-6.72141495792185,-1.86763880772093,1,1,7.22074334784772e-05
"ARID1A-KDM6A",-0.0123095039507017,0.050613052259107,-0.0513714422049341,0.0510623675113998,-0.0157437183457677,0.0491938148478417,0.999634586265298,1,1.05973906450678e-06,-0.0548056566,-0.0345204111919823,-0.00797574145731597,-1.86719123509333,-6.69320358850083,-1.8617690105642,1,1,2.38171864328133e-05
"ARID1A-KLLN",-0.014083670588835,0.0507042842744586,-0.049799606404534,0.048990954910271,-0.00315007684144387,0.0472914809639684,0.999993178636672,1,0.150959798348669,-0.0388660126571429,-0.0345204111919823,0.00973806912367443,-1.87163197481651,-6.68290346198218,-1.83061796700719,1,1,0.722645099676299
"ARID1A-KMT2C",-0.0192361012050787,0.0471797570276694,-0.0548573764311447,0.0464340670671782,0.00112928770463749,0.0412166095707867,0.999999999979152,1,0.668742322605312,-0.0344919875214286,-0.0345204111919823,0.0192645248756324,-1.88452851047258,-6.71604666381222,-1.82003273069364,1,1,1
"ARID1A-MAP3K1",-0.0202851300742206,0.0416703411762145,-0.0558135746019932,0.0374996338171936,-0.00413337190079882,0.0379394184073223,0.999999999999994,1,0.0356973950422069,-0.0396618164285714,-0.0345204111919823,0.0151437248376314,-1.88715423010332,-6.72231256139143,-1.83305019975042,1,1,0.222228853643034
"ARID1A-MLH1",-0.035638726642346,0.0509585896307969,-0.0716144597199981,0.0529442257553443,-0.0262671237794908,0.0482101833891574,0.99999999999998,1,1.03278622614762e-09,-0.0622428568571429,-0.0345204111919823,0.00791628097718541,-1.92558428774745,-6.82585462079785,-1.88779921484796,1,1,3.60388035755721e-08
"ARID1A-MLLT4",-0.0210574473002577,0.0407506857539802,-0.0564118449394885,0.0344776973223186,-0.00229021045600733,0.0377155073952027,1,1,0.149185498564479,-0.0376446080952381,-0.0345204111919823,0.0179332503970019,-1.88908734039344,-6.72623298371989,-1.82849104166818,1,1,0.716739025711952
"ARID1A-MYSM1",-0.0360617816892923,0.0480744190955193,-0.0720095877889257,0.040771515774773,-0.0261840531860809,0.0450614271753644,1,1,2.61748860941589e-21,-0.0621318592857143,-0.0345204111919823,0.00845033359556035,-1.92664319467969,-6.82844386650658,-1.88759373530713,1,1,6.94157979217095e-19
"ARID1A-NCOA3",0.0101478970403048,0.0406495528576086,-0.0279945067867384,0.0358583785776309,0.00370975311275751,0.0378029893360617,0.000110663478000855,1,0.934416431302003,-0.0344326507142857,-0.0345204111919823,-0.0100601365626082,-1.81098035246447,-6.54001621844315,-1.81364981195659,0.000984830683417004,1,1
"ARID1A-NCOR1",-0.0100165721551121,0.0488788940983777,-0.0535644908595627,0.0412160388904452,-0.0208423313812637,0.04016944786955,0.999567299517783,1,2.60866781601389e-16,-0.0643902500857143,-0.0345204111919823,-0.0198532667386199,-1.86145202599743,-6.70757447800372,-1.87438070168583,1,1,3.45909352403442e-14
"ARID1A-NF1",-0.0229035035880009,0.041018428509951,-0.0582765277788513,0.0412980325158538,-0.00535002885486382,0.0390398834884498,0.99999999999997,1,0.0269973369999866,-0.0407230530457143,-0.0345204111919823,0.0167008617342689,-1.89370801993504,-6.73845211574227,-1.83605966557943,1,1,0.174626677375523
"ARID1A-NF2",-0.00919479927679739,0.0512085985212329,-0.0461165523660668,0.0463437730391651,0.024471832060698,0.0391058489204423,0.997493507954074,1,1,-0.0124499210285714,-0.0345204111919823,0.0312652894402083,-1.85939512819216,-6.65876867477248,-1.76229370296942,1,1,1
"ARID1A-NFIA",-0.0247067428140252,0.0446187925093548,-0.0620496924483695,0.0435924654424342,-0.0196307690799414,0.0413138550776199,0.999999999999979,1,7.62930868083243e-12,-0.0569737187142857,-0.0345204111919823,0.00225343529172175,-1.898221528356,-6.76317739141156,-1.87138383775195,1,1,4.21519304615992e-10
"ARID1A-PBRM1",0.0339591642186582,0.0647807356713618,-0.0436509804235861,0.0591270150771209,0.00266495442795864,0.0665041433795369,8.34993435522571e-13,1,0.733875414096241,-0.0749451902142857,-0.0345204111919823,-0.0743839432409616,-1.7513807422895,-6.64261195983957,-1.81623417719577,1.5377795770874e-11,1,1
"ARID1A-PTEN",-0.0397579852694338,0.0301838290976837,-0.0742783964614161,0.0275584343388372,0.0210190515491252,0.0345513747270934,1,1,0.999999918898653,-0.0135013596428571,-0.0345204111919823,0.060777036818559,-1.93589479354899,-6.8433112059369,-1.77083433961307,1,1,1
"ARID1A-PTPN22",-0.00801056029285866,0.0588765801928797,-0.0477058848241085,0.0467051532192492,0.00137998531696411,0.0436442528942588,0.986499205050275,1,0.696315276768814,-0.0383153392142857,-0.0345204111919823,0.00421563227055525,-1.85643097759622,-6.66918345562545,-1.81941261678628,1,1,1
"ARID1A-RB1",-0.0164195635085077,0.0409485693774484,-0.0522127431267021,0.0374528327814273,0.00744003760628966,0.0342825018730057,0.999999999874438,1,0.999604765956673,-0.0283531420119048,-0.0345204111919823,0.0225868326885852,-1.8774787156212,-6.69871657270202,-1.80442275442139,1,1,1
"ARID1A-RBL2",-0.0334634900520831,0.0435791791646538,-0.069564809167681,0.0441311100500298,-0.0090291743701164,0.0323898017092538,1,1,0.00021575928555883,-0.0451304934857143,-0.0345204111919823,0.0228534077583511,-1.92013966979214,-6.81242340870653,-1.84516022812592,1,1,0.00262474140046797
