"","f.avg","f.se","l","u","p_f.avg_vs_0","p.adj_I","f.ctrl","diff","p_f.avg_vs_CTRL","p.adj_II","Rep1_Add.mean","Rep1_Add.sd","Rep1_Max.mean","Rep1_Max.sd","Rep1_Min.mean","Rep1_Min.sd","Rep1_p.value_Add","Rep1_p.value_Max","Rep1_p.value_Min","Rep1_avg.f.DKO","Rep1_avg.f.SKO1","Rep1_avg.f.SKO2","Rep1_z_Add","Rep1_z_Max","Rep1_z_Min","Rep1_p.adj_Add","Rep1_p.adj_Max","Rep1_p.adj_Min","Rep2_Add.mean","Rep2_Add.sd","Rep2_Max.mean","Rep2_Max.sd","Rep2_Min.mean","Rep2_Min.sd","Rep2_p.value_Add","Rep2_p.value_Max","Rep2_p.value_Min","Rep2_avg.f.DKO","Rep2_avg.f.SKO1","Rep2_avg.f.SKO2","Rep2_z_Add","Rep2_z_Max","Rep2_z_Min","Rep2_p.adj_Add","Rep2_p.adj_Max","Rep2_p.adj_Min","gi.Weighted.Avg.Add","gi.Weighted.Avg.Max","gi.Weighted.Avg.Min","fisher.p.Add","fisher.p.Add.adj","fisher.p.Max","fisher.p.Max.adj","fisher.p.Min","fisher.p.Min.adj"
"ARID1A-TACSTD2",-0.0473042826181441,0.00360165636667101,-0.0548345595553894,-0.0407402166287596,0,0,-0.0262866281975595,-0.0210176544205846,0.036,0.0630800508259212,-0.00374440811270892,0.0501797304026641,-0.0508540979540878,0.0399625338675856,-0.00207178850433543,0.0372340381872841,0.888173884481181,1,0.195636515587707,-0.0491814783457143,-0.0418951664466831,-0.00354190378632225,-1.86144845132728,-7.72300539555043,-1.95285205413835,1,1,1,-0.00425043451736854,0.0560271490361084,-0.0489015996662389,0.0414746085397919,-0.000775920251129671,0.0389124541023959,0.888768578156396,1,0.376777084532984,-0.0454270854,-0.0345204111919823,-0.00665623969064916,-1.84701938144934,-6.67701888865926,-1.82474536412813,1,1,1,-0.00396964528009326,-0.0499140891013297,-0.00145240394880447,0.976074498357325,1,1,1,0.265920970447841,1
"ARID1A-TBX3",-0.0367430546348689,0.00376183326979458,-0.0443655668485927,-0.029578693068288,0,0,-0.0262866281975595,-0.0104564264373094,0.22,0.282476722532588,0.00135655526926103,0.0453089633856063,-0.0437524801110232,0.0392753757768247,0.00922746226123664,0.0365379221090292,0.317358087161553,1,0.999963678123484,-0.0358815731190476,-0.0418951664466831,0.00465703805837447,-1.84873362086134,-7.66954876434123,-1.92380094469143,1,1,1,-0.00974609567373622,0.0418659856137492,-0.0469630293674363,0.0395654865192228,-0.000387601570585663,0.0340372359147836,0.999819315001598,1,0.431802802761069,-0.0376045352642857,-0.0345204111919823,0.00666197160143281,-1.86077502326882,-6.6643155774496,-1.82378483717273,1,1,1,-0.00463258687204779,-0.045345941040219,0.00407966744712027,0.681531930811799,1,1,1,0.794411696487889,1
"ARID1A-TP53",-0.0220722036242352,0.00368010956467237,-0.0298089753210299,-0.0154329764722447,0,0,-0.0262866281975595,0.0042144245733243,0.643,0.695994505494505,-0.00744662829045933,0.0473890778314313,-0.0515356019530932,0.0428118135385232,0.0193981774626339,0.0313047057952502,0.989554967980504,1,0.999999999999999,-0.0246907962,-0.0418951664466831,0.0246509985371424,-1.87067672810223,-7.72813534040912,-1.89765137366239,1,1,1,0.000947356657079623,0.0432075731999822,-0.0366821256682217,0.0414981481078901,0.0181758715824442,0.0285214252966159,0.380392341581357,1,0.999999999999977,-0.0194536107428571,-0.0345204111919823,0.0141194437920455,-1.83400930830004,-6.59694555775604,-1.77786709681456,1,1,1,-0.00286303351926368,-0.0438774823480496,0.0187302822141284,0.744200213599769,1,1,1,1,1
"ARID1A-TTI2",-0.0859357950233033,0.00466372833138691,-0.0948075612441145,-0.077448676731375,0,0,-0.0262866281975595,-0.0596491668257438,0,0,-0.015974783642207,0.0772115927217832,-0.0832764555636038,0.0522864435166309,-0.0184857898643175,0.0527273733173636,0.999607191424477,1,6.45524802737309e-08,-0.0865726271428571,-0.0418951664466831,-0.0279175116968242,-1.89193429091242,-7.96706105328441,-1.99505352040048,1,1,2.3134213200802e-06,-0.00603184255230262,0.109659353463823,-0.0910921846405637,0.0683446049890238,0.000539454273134985,0.0709884449387237,0.838582797156149,1,0.552553405950095,-0.0852989597619048,-0.0345204111919823,-0.0439686340708411,-1.85147824639128,-6.95349074597472,-1.82149171512716,1,1,1,-0.012679248933619,-0.0861620215723942,-0.0117215099228557,0.986150501530239,1,1,1,6.47350838235124e-07,8.75905317856913e-06
"ARID1A-UNC5D",-0.0376478898731752,0.00368725731969963,-0.0453400768559323,-0.0308457424535727,0,0,-0.0262866281975595,-0.0113612616756158,0.187,0.246297039159503,-0.0112229432849128,0.062539518532933,-0.0572560178018862,0.0565335335321372,0.0121538429669734,0.0369976605906651,0.999310647709923,1,0.999999910035807,-0.03387923155,-0.0418951664466831,0.019238878181596,-1.88008969607416,-7.77119512863622,-1.91627702935142,1,1,1,-0.0214420449012815,0.0481623975541522,-0.0591814090333149,0.0439565858980528,-0.00367718757510941,0.0330010153990962,0.999999999999743,1,0.0465401348967348,-0.0414165517071429,-0.0345204111919823,0.0145459043861209,-1.89004998832492,-6.74438173727333,-1.83192180350421,1,1,0.27958469988885,-0.0176376591085892,-0.0584559713839964,0.00333737605939569,0.999999762342094,1,1,1,0.189299203801026,0.796859505524319
"ARID1A-USP9X",-0.0823828684327007,0.00566164608306833,-0.0939246304078747,-0.0717851420289375,0,0,-0.0262866281975595,-0.0560962402351413,0,0,0.07809906923996,0.110443465592651,-0.0568619681784993,0.0525199993020218,0.0512446035613165,0.0955790116673875,3.58089061347252e-18,1,0.999999999996213,-0.08219416,-0.0418951664466831,-0.11992033665042,-1.65744268587511,-7.76822896432535,-1.81577213854487,1.75861516794984e-16,1,1,0.0725678587724184,0.0755553759987454,-0.0487458823649057,0.0476623979099395,0.0421078734749864,0.0684837367898944,1.8367545102593e-32,1,1,-0.0825715784285714,-0.0345204111919823,-0.117253315242774,-1.65474316615662,-6.6759984844259,-1.71867001445318,1.62369098706922e-30,1,1,0.0743312280780404,-0.0524113189956843,0.0452073542113045,7.51418383241051e-48,4.98190388088817e-46,1,1,1,1
"ARID1A-WDR11",-0.0456532176884469,0.00392471379929752,-0.0533823870834571,-0.0378387966737956,0,0,-0.0262866281975595,-0.0193665894908874,0.025,0.0474209078404402,-0.00992709784837329,0.098413305353607,-0.0718319162091361,0.0726183102147989,0.0147655750304057,0.0570513170517259,0.968322714027638,1,0.99999806812253,-0.0470175935952381,-0.0418951664466831,0.00468302096469926,-1.87685962877081,-7.88091356785919,-1.9095620961585,1,1,1,-0.000402706541695724,0.110924237409168,-0.0710569316488893,0.0691476833960477,0.0272826171679079,0.0637479083811018,0.524641691937285,1,0.999999999992345,-0.0442888425095238,-0.0345204111919823,-0.00844849020560769,-1.8373885169644,-6.82220117959956,-1.75534107617962,1,1,1,-0.00573209580761976,-0.0714254626036083,0.0203323308060016,0.852070322186897,1,1,1,0.999999999998134,1
"ARID5B-ATM",-0.0649089063638531,0.0128037876508223,-0.0875692247582162,-0.0378262458050573,0,0,-0.0262866281975595,-0.0386222781662936,0.063,0.100435838150289,0.00271347036341347,0.0606044753622387,-0.0668231769101138,0.0504575825395712,0.0148154730235272,0.0621310076585212,0.343257785166788,1,0.98715163478459,-0.05472117425,0.0117020496193628,-0.0708287365218201,-1.84535132930446,-7.84321084498002,-1.90943380516918,1,1,1,-0.0161547236220901,0.0543361127962854,-0.0805124800804889,0.0507390857214853,-0.00960691465271224,0.0529200440872684,0.996688255951628,1,0.0461443766391784,-0.0739646711111111,0.00654780896937783,-0.0643577564583989,-1.87681582129176,-6.88416270581237,-1.846589299511,1,1,0.279394718828998,-0.0077465650410088,-0.0736297486588038,0.000661480350919938,0.709076841698483,1,1,1,0.186256052665194,0.789059187968202
"ARID5B-BAP1",-0.0633905855683494,0.0123560893266149,-0.0876700285933095,-0.0401989863831402,0,0,-0.0262866281975595,-0.03710395737079,0.026,0.0487146739130435,-0.0254774810121591,0.0711799695057362,-0.0809418855886255,0.0670970237773892,-0.0141455160117689,0.0694932122652446,0.999991348878093,1,0.00683104714351835,-0.0696099205882353,0.0117020496193628,-0.0566646463686217,-1.91562102947148,-7.94948783983611,-1.98389439371713,1,1,0.059202408577159,-0.00567010394107811,0.0815896865858181,-0.0630958192594883,0.0768189957538345,0.000254463553704262,0.0808966341501533,0.803399309742855,1,0.515464807148966,-0.0571712517647059,0.00654780896937783,-0.0561338997088045,-1.85057281451935,-6.77003258487791,-1.82219665486292,1,1,1,-0.0169172285605004,-0.0732189328969849,-0.00803117340717075,0.979264641764554,1,1,1,0.0234120937355885,0.124676450977471
"ARID5B-BAX",-0.0055032795031808,0.00835954340997632,-0.0213197253021984,0.00944702566305312,0.257,0.277310641627543,-0.0262866281975595,0.0207833486943787,0.198,0.257830028328612,-0.0444827749790213,0.0582514190322913,-0.0389558862952497,0.0554741379506791,-0.0220345807504383,0.054667181400843,1,0.999999999999974,2.7295291419173e-06,-0.0165076920666667,0.0117020496193628,0.0162730332929918,-1.96299425539938,-7.63344294277544,-2.00417769284128,1,1,6.4631350753256e-05,-0.0197001524408518,0.0368837786186073,-0.0168162100996506,0.0356871543066142,0.00261719045879875,0.0316774532064013,0.999999995096688,0.999999955205391,0.812793762611949,0.0055011328,0.00654780896937783,0.018653476271474,-1.88569003087996,-6.46676564728887,-1.81635232391951,1,1,1,-0.0267925276057755,-0.0232967429112468,-0.00357953523114559,1,1,0.999999999999999,1,3.11010161766661e-05,0.000329919579602074
"ARID5B-BRCA1",-0.0364437811194,0.0082596371774122,-0.0525310463611558,-0.0217621691505322,0,0,-0.0262866281975595,-0.0101571529218405,0.477,0.539608695652174,-0.0107645996505682,0.049404575177228,-0.0540189890493541,0.0455435111401414,0.00118279674323035,0.0474653766651682,0.987595329358477,1,0.600298064517821,-0.0420715926555556,0.0117020496193628,-0.0430090426243501,-1.87894721353323,-7.74682875803425,-1.9444843035509,1,1,1,-0.000612897011452698,0.0533130362571126,-0.0382475673597945,0.053837582910947,0.0068187072372307,0.0518955893008765,0.550353106247815,1,0.92634336822047,-0.0308159631111111,0.00654780896937783,-0.0367508750690362,-1.8379146237846,-6.60720378414118,-1.80595964820888,1,1,1,-0.00607446768605723,-0.0474404131822329,0.0037499619234392,0.874901796712296,1,1,1,0.882412967285703,1
"ARID5B-BRCA2",-0.029183684689594,0.00860295744865959,-0.0463814036945602,-0.0136009763626708,0,0,-0.0262866281975595,-0.00289705649203456,0.839,0.869256949661908,0.00288344190659153,0.0575735339422409,-0.0453302511976361,0.051125648706615,0.0146570567708943,0.0543427061023092,0.264922191274255,1,0.999418582863076,-0.0335566363333333,0.0117020496193628,-0.0481421278592876,-1.84492765259994,-7.68142525910249,-1.90984110366966,1,1,1,0.00238971004666255,0.0588731984695174,-0.0322627900852739,0.0539665169478795,0.00984176913193642,0.0582432178047781,0.312536133493273,0.999999999997687,0.980492009228876,-0.024810731,0.00654780896937783,-0.0337482500160404,-1.83039909725542,-6.56798597074245,-1.79848194346993,1,1,1,0.002642085842359,-0.0391495044030695,0.0124160374173616,0.289076306379834,1,1,1,0.999797072924747,1
"ARID5B-CADM2",0.0149729377363825,0.00752989901810563,0.000368353879439753,0.0306234325280322,0.022,0.0284863849765258,-0.0262866281975595,0.0412595659339419,0.012,0.0257757009345794,-0.0118436140504364,0.0453929170256847,-0.0035189050643745,0.0438665234642954,0.00805785241393806,0.0443243370693351,0.998504982428471,0.82265239451686,0.981606696475565,0.0163825614,0.0117020496193628,0.0165241258310737,-1.88163680060478,-7.36669504410105,-1.92680808776569,1,1,1,-0.00854190490945439,0.0395303754160753,-0.00602690078465597,0.0379478473755844,0.0110483076752016,0.0379675280554714,0.99000050545247,0.960423665978772,0.999342843372331,0.0135633118,0.00654780896937783,0.0155574077400766,-1.85776093335962,-6.39606408230031,-1.79549750606939,1,1,1,-0.00996591241413245,-0.00495339362383629,0.00978271382886674,0.999933856232753,1,0.976242991001801,1,0.999817608997496,1
"ARID5B-CASP8",0.0122271184256515,0.00487382519719127,0.00121210068443299,0.0215367371139627,0.015,0.0198703170028818,-0.0262866281975595,0.038513746623211,0.011,0.0240396196513471,-0.0162185896895849,0.0294228666858589,-0.0111480278165091,0.0248226106668299,0.00391676572692427,0.0251984100491519,0.999999999828338,0.999999780540312,0.967149721208189,0.0089873276,0.0117020496193628,0.0135038676702221,-1.89254200995034,-7.42412240930471,-1.93745509127677,1,1,1,-0.00747992430142028,0.0376190437768991,-0.00488839022726172,0.0335667303869452,0.0128753745925081,0.0323600313178957,0.992462628564171,0.961704368806917,0.999997657995107,0.0154669086666667,0.00654780896937783,0.0163990239987091,-1.85510279552184,-6.38860350481442,-1.79097815865879,1,1,1,-0.0129018659325263,-0.00893506165347452,0.00729840213622005,0.999971522375623,1,0.999257170172052,1,0.999454346584028,1
"ARID5B-CBFB",-0.0389222599885394,0.00945837021800403,-0.0602845359041226,-0.0206028732741793,0,0,-0.0262866281975595,-0.0126356317909799,0.466,0.528465460526316,0.000385133437046804,0.0596324142101013,-0.0514938992197446,0.0473038252414465,0.0126711469067914,0.0568911238087703,0.47038357605946,1,0.994244051850364,-0.03920788575,0.0117020496193628,-0.0512950688064096,-1.85115501913116,-7.72782142776466,-1.91494700723891,1,1,1,0.0121752684294134,0.0491990897416268,-0.0455880152215104,0.0434819109405907,0.0191266504009238,0.0513594330272844,0.0106955566448348,1,0.999891871615545,-0.03863663325,0.00654780896937783,-0.0573597106487912,-1.80590584115998,-6.65530520902284,-1.77551529472638,0.0719914117312233,1,1,0.00740018987355032,-0.0482927701018701,0.0162279209167982,0.0316558138250349,0.169941737376503,1,1,0.999982776256168,1
"ARID5B-CDH1",0.00256782871948047,0.00709480181360033,-0.0111999098269114,0.0166371714534664,0.356,0.371912121212121,-0.0262866281975595,0.0288544569170399,0.069,0.108372437357631,-0.0274926875093821,0.0467784772285578,-0.0230137926966194,0.0429278648251536,-0.00968078281276267,0.0444943513039101,0.999999998916693,0.999999933481345,0.00983721875003603,-0.005201888,0.0117020496193628,0.0105887498900193,-1.92064420000758,-7.51344062259474,-1.97241527395011,1,1,0.0841558197583728,-0.0310029919074973,0.0347876593305563,-0.0262777765345402,0.0298441406107528,-0.00988365187295707,0.0336249062142313,1,0.999999999999998,0.000754539011704595,-0.0051584365,0.00654780896937783,0.0192967464381195,-1.9139810420654,-6.52876660904277,-1.84727382377658,1,1,0.00769629791938687,-0.0297529637859847,-0.0252142430731279,-0.00980990827817478,1,1,0.999999999999998,1,9.50903790614503e-05,0.000863629059147145
"ARID5B-CDKN1B",0.00978644654408212,0.00698388613691718,-0.00550106563378204,0.0229582448068746,0.102,0.118598650927487,-0.0262866281975595,0.0360730747416416,0.035,0.0615625,-0.017219718560098,0.0333618345894285,-0.0126104645460778,0.0292689507791269,0.00156235318597986,0.0299875781342103,0.999999931409661,0.999992633400349,0.709800672013486,0.0061716072,0.0117020496193628,0.0116892761407352,-1.89503745696886,-7.43513073763875,-1.94350843922251,1,1,1,-0.0111559828248856,0.0356177332036207,-0.00689160577319736,0.0375570713416663,0.00913690857331171,0.0358980262881753,0.996742471807446,0.96316787885947,0.990081725378312,0.013401285625,0.00654780896937783,0.0180094594805078,-1.86430397130715,-6.40173043166137,-1.80022545363383,1,1,1,-0.0143859464279044,-0.0104495734849696,0.00467555926973191,0.999994688261358,1,0.999312946518098,1,0.950651687350695,1
"ARID5B-CSMD1",0.015458951438119,0.00646535496718959,0.00335673349328395,0.0280611186637207,0.007,0.0097112676056338,-0.0262866281975595,0.0417455796356784,0.006,0.0152656826568266,-0.00659475027333791,0.0461380167804,-0.000932131499355456,0.0445659207363892,0.0133056065037953,0.043634502548394,0.963093714878677,0.604837309054765,0.999909990086017,0.0189682252777778,0.0117020496193628,0.0138609259317529,-1.8685533087098,-7.34722339643671,-1.91331577030342,1,1,1,-0.00442677241021228,0.0353290485427497,-0.00296613790127102,0.0337345919091383,0.0104890450466143,0.0329072038522825,0.93925186350594,0.868816381591804,0.99993852279447,0.0119496795555556,0.00654780896937783,0.00982864299639,-1.84746075525754,-6.37600712410249,-1.79688087199234,1,1,1,-0.00522809224705311,-0.00222521640320565,0.0115101895838733,0.995296140180247,1,0.863604588589877,1,0.999999988526085,1
"ARID5B-CTCF",-0.0070601336656842,0.00950609320983119,-0.0258392868286772,0.0115668498039969,0.224,0.243993680884676,-0.0262866281975595,0.0192264945318753,0.315,0.384411504424779,0.00808521155433275,0.0424461990353391,-0.0292728847286153,0.0378789273250764,0.0203779136162814,0.042165078835908,0.0969713597814537,0.999999998531045,0.99958295337797,-0.0169801826666667,0.0117020496193628,-0.0367674438403622,-1.83196154909336,-7.56055523532845,-1.89513240821776,0.510254059802411,1,1,0.0272376291586449,0.0493464541268454,-0.00695877671662693,0.0371205201126202,0.0370563216530496,0.0472136651244715,1.07300352820178e-05,0.93741605614162,0.999999999396723,0.00285991577777778,0.00654780896937783,-0.030925522350245,-1.76820474692368,-6.40217059800415,-1.73116529715451,0.000106179304357878,1,1,0.0162297811041713,-0.0178902097252112,0.0277780287917272,1.53743136583288e-05,0.000117162873051402,0.997999442106717,1,0.999999913023714,1
"ARID5B-DUSP26",-0.0039332418649965,0.00443184818587589,-0.0125506956264712,0.00445602584336601,0.196,0.215709497206704,-0.0262866281975595,0.0223533863325629,0.146,0.198750246791708,-0.0267926647709912,0.0296162073511951,-0.0252804920245879,0.0255068352508896,-0.00844714207973663,0.0251477457406411,1,1,0.00014370089091979,-0.00693496933333333,0.0117020496193628,0.00815564581829509,-1.9188993001182,-7.53050294736566,-1.96924350329939,1,1,0.00209392726768838,-0.0114435999432374,0.0293314096495681,-0.0155752968533603,0.0239409206456032,0.0032001821767896,0.0264613145908099,0.999960418744457,0.999999999837174,0.90993100201519,-0.000931514733333333,0.00654780896937783,0.00396427624052622,-1.86502387705618,-6.45863403237578,-1.81491026282906,1,1,1,-0.0190439770888849,-0.0201208576322549,-0.00291973912186351,0.999999999216652,1,1,1,0.0013000163213072,0.00968439124749072
"ARID5B-FOXA1",-0.0127522980883816,0.00410064952082534,-0.0202878283733392,-0.00480142319586799,0,0,-0.0262866281975595,0.0135343301091778,0.379,0.446701709401709,-0.0234419686382405,0.0296695371073329,-0.0328077201788316,0.0263019590984885,-0.00949707005940889,0.0266344312516022,0.999999999999999,1,4.50510395531884e-05,-0.0188628216,0.0117020496193628,-0.00712290258112231,-1.91054724383381,-7.58716331242062,-1.97194293649914,1,1,0.000746720980594097,-0.010047830831875,0.0196290624295284,-0.0171563839821028,0.0169355302542219,0.000466780216894427,0.0167497628301268,0.999994863859453,1,0.606719046974453,-0.00664177293333333,0.00654780896937783,-0.00314175107083614,-1.86153026647643,-6.46899478218115,-1.82167147827912,1,1,1,-0.0141256104369321,-0.0217435185702055,-0.00235700955693396,0.99999999998681,1,1,1,0.000314535598032668,0.00267355258327768
"ARID5B-FTO",-0.00234412025136028,0.00498445558800212,-0.012552051573946,0.00688303403364491,0.32,0.337112299465241,-0.0262866281975595,0.0239425079461992,0.115,0.164166666666667,0.0140071523483023,0.0280897259046292,-0.0115387898669742,0.0250722365413246,0.0260310296152765,0.0257015790526853,7.36319285588815e-08,0.999999669298738,1,0.0004850874,0.0117020496193628,-0.025224114567665,-1.81720032310792,-7.42706382677942,-1.88059787889274,1.12225215251812e-06,1,1,0.00921954675870332,0.0346236034702894,-0.0138397995837477,0.0298615595253483,0.017886020042451,0.0330454852354823,0.00357378200215021,0.999998910546103,0.999999990969142,-0.0051733263,0.00654780896937783,-0.0209406820280811,-1.81330401354789,-6.4472614440652,-1.77858406004908,0.0260375545870944,1,1,0.0121067967860438,-0.0124901978744843,0.0229610567638864,6.06766865084206e-09,5.8302381384178e-08,0.999999999998991,1,1,1
"ARID5B-GATA3",0.0165496654270807,0.00473295623178173,0.00762126700670182,0.0259858175574288,0.001,0.00149728555917481,-0.0262866281975595,0.0428362936246402,0.005,0.0135196078431373,-0.0145817567616827,0.0315605459825977,-0.0102636108022712,0.0237699193635203,0.0109487859739218,0.0223131624181598,0.999999940364517,0.999999726678095,0.99999998871026,0.0152669319333333,0.0117020496193628,0.0181466390756533,-1.88846198591941,-7.41746505949935,-1.91937530934548,1,1,1,-0.00130116417390826,0.0343899989118026,-0.00222681024883939,0.032806999468389,0.0187580469415978,0.0305938647742216,0.641741391392819,0.760549020345755,0.999999998329945,0.0178324008666667,0.00654780896937783,0.0125857560711971,-1.83963735673582,-6.37116236337313,-1.7764270550312,1,1,1,-0.00851018622222238,-0.00749699758754756,0.0136603814535847,0.926398522274695,1,0.968722418989764,1,1,1
"ARID5B-KAT6B",-0.0044580782001579,0.00560073838480763,-0.0164991703040548,0.0053980199574893,0.208,0.227463917525773,-0.0262866281975595,0.0218285499974015,0.115,0.164166666666667,-0.01866032126591,0.0373306725551535,-0.017718348495577,0.0350397663492508,-0.000151750325888585,0.0351537855757415,0.99999999091461,0.999999997499847,0.47932623473519,0.000790222444444445,0.0117020496193628,0.00774849409099167,-1.89862835104152,-7.47357976074613,-1.94791551096203,1,1,1,-0.0257985670968141,0.0350359364817971,-0.0269459569916413,0.0320493666007527,-0.0085589888829506,0.0311670724040022,1,1,0.000567910143431203,-0.00970637877777778,0.00654780896937783,0.00954437934965851,-1.90095436492225,-6.53314514733772,-1.84399719926048,1,1,0.0060050790858411,-0.0224555696862723,-0.0227426443000394,-0.00485893018471382,1,1,1,1,0.00250679939714178,0.0174948210558421
"ARID5B-KDM5C",-0.0189651359120871,0.0062834249883624,-0.0312292814133,-0.00732462932923059,0.001,0.00149728555917481,-0.0262866281975595,0.00732149228547235,0.687,0.736109557109557,-0.019552121406424,0.0352854490051985,-0.0309368162767552,0.0287988394723275,-0.00677949200744663,0.0346038119396094,0.999999265003821,0.999999999999993,0.0302989410898107,-0.0181641868777778,0.0117020496193628,-0.0103141150907165,-1.90085128164248,-7.57308029329297,-1.96495586637776,1,1,0.228274976619824,-0.017347293509799,0.0353255439801494,-0.031359993355212,0.0271718326156054,-0.00575338486569815,0.0287324868425308,0.999982033118471,1,0.0503794908882893,-0.0197660847111111,0.00654780896937783,-0.00896660017068992,-1.87980082414278,-6.56207000894931,-1.83705738817286,1,1,0.296903132968318,-0.0184509594230966,-0.0311606957297745,-0.00617212794252993,0.999999999825119,1,1,1,0.011425158034373,0.0664463138314853
"ARID5B-KDM6A",-0.014976360654645,0.00517638718876812,-0.0252037471258362,-0.00485255202391993,0.002,0.00292161016949153,-0.0262866281975595,0.0113102675429144,0.453,0.517982587064677,-0.0226520157863476,0.0286543367437823,-0.0315746018122513,0.0276124158103151,-0.00857175937409629,0.0250408823736678,0.999999999999958,1,0.000439528549614413,-0.0174943454,0.0117020496193628,-0.00654437923301518,-1.90857818116157,-7.57788115232467,-1.9695639024774,1,1,0.00565839666785157,-0.0110304434453952,0.0298358159058579,-0.0243479064087405,0.0302756140078979,0.000859087030011978,0.0254053123767863,0.99929983634887,0.999999999999999,0.613823402046518,-0.0124583759333333,0.00654780896937783,-0.00797574145731597,-1.86398974619585,-6.51612030943867,-1.8207010864652,1,1,1,-0.0170758852761822,-0.0282930234383735,-0.00392446230219789,0.999999754828204,1,1,1,0.00248691216228804,0.0174478599322431
"ARID5B-KLLN",0.00469514518288482,0.00406509218929624,-0.00325146153053542,0.0119796289286589,0.115,0.132264386989158,-0.0262866281975595,0.0309817733804443,0.039,0.0674792973651192,-0.0145369061818369,0.0275042558638947,-0.0109356527693103,0.0237170725297238,0.00487744958747344,0.0240640258031022,0.999999981780397,0.999999327187437,0.988006437008441,0.008478703,0.0117020496193628,0.0113135595624741,-1.88835018987691,-7.42252377997446,-1.93498511051825,1,1,1,-0.0153742912930523,0.0261013701277627,-0.0150992059615349,0.0226523393243369,0.000636501468482609,0.0217791107733585,0.999999999496625,0.999999999998693,0.624147070676847,0.0009115868,0.00654780896937783,0.00973806912367443,-1.87486239889596,-6.45551424313384,-1.82125166371643,1,1,1,-0.0149774985207815,-0.0131129823828738,0.00254612186936284,1,1,0.999999999999774,1,0.914777184172245,1
"ARID5B-KMT2C",0.0190262076998664,0.00469213172763153,0.0097182542170263,0.0280316765604799,0.001,0.00149728555917481,-0.0262866281975595,0.0453128358974259,0.005,0.0135196078431373,-0.0104792930552033,0.0308713288982071,-0.00599506146200766,0.0264284998939733,0.0131332187956932,0.0284644150844956,0.999897831605431,0.994041028992111,0.999999960634335,0.0176174503888889,0.0117020496193628,0.0163946938247294,-1.8782360488533,-7.38533403345385,-1.91375899032564,1,1,1,-0.0053773681338991,0.0380785629517262,-0.00421065213497194,0.0323572936722901,0.0192682497121839,0.0320164589819608,0.961598447237517,0.945542830435827,0.999999999999861,0.0204349657111111,0.00654780896937783,0.0192645248756324,-1.84984009669038,-6.38416233602611,-1.77516504128212,1,1,1,-0.00845586360117758,-0.00528100986531988,0.0158416621862653,0.999249184407263,1,0.998157205269275,1,0.999999999999999,1
"ARID5B-MAP3K1",0.00651654746306861,0.00374800888188076,-0.000805246589477128,0.0134462080105685,0.04,0.0497385031559964,-0.0262866281975595,0.0328031756606281,0.017,0.0343235724743777,-0.0123299515513504,0.0363258456096425,-0.0126812495576188,0.0294098791685581,0.00738625285626837,0.027781719663607,0.999997104198935,0.999999991056384,0.999777550220996,0.00703495485,0.0117020496193628,0.00766285678198762,-1.88284906158576,-7.43566356386803,-1.92853481395835,1,1,1,-0.0156933944014537,0.035448423450187,-0.0149306717782174,0.0300889928595639,0.00523541678231927,0.0257123161613005,0.999999998524319,0.999999999969444,0.996631381480641,0.00599813940555556,0.00654780896937783,0.0151437248376314,-1.87566111408923,-6.45440985079818,-1.80987600154539,1,1,1,-0.0140527840648056,-0.0137802893503294,0.00622775458986067,0.999999999995803,1,1,1,0.999993547077607,1
"ARID5B-MLH1",0.0138914474653137,0.00611416048150489,0.00190802012603723,0.025233333478725,0.013,0.0173879728419011,-0.0262866281975595,0.0401780756628731,0.033,0.0588706338939198,-0.00744226297644928,0.0304285106987404,-0.00804351385942267,0.0258635150170681,0.00873703210519561,0.025553366479476,0.986914926451693,0.997709813684202,0.998652011512832,0.00813578122222222,0.0117020496193628,0.00387599457930873,-1.87066584697578,-7.40075352895165,-1.92506187255601,1,1,1,0.0051830253867701,0.0370596059155968,0.00332524030992852,0.0303574722186013,0.0215049004101749,0.0315871313308219,0.0894669532870913,0.157674706305185,0.999999999295697,0.0196471153333333,0.00654780896937783,0.00791628097718541,-1.82340742797049,-6.33478017690129,-1.76963256655739,0.482248699425541,1,1,-0.00235826433693903,-0.00326211500686042,0.0137876075035036,0.302596390726363,1,0.448267311161706,1,0.999999091054063,1
"ARID5B-MLLT4",0.0120432440948354,0.00305305908308816,0.00616226910245544,0.0180234784752539,0,0,-0.0262866281975595,0.0383298722923949,0.006,0.0152656826568266,-0.0107343048481312,0.0311158014678053,-0.00975759299902312,0.0237496461904079,0.0101203621486697,0.0241702280355732,0.999993295995092,0.999999895855537,0.999999890442635,0.0110970739977778,0.0117020496193628,0.0101293292265462,-1.87887169970414,-7.41365606728219,-1.92150524094141,1,1,1,-0.0114916440052686,0.0250846439308757,-0.0089541805334073,0.0204007464835973,0.0104519518892498,0.0191292520719483,0.999999966788493,0.9999999789885,0.999999999552658,0.0129894153611111,0.00654780896937783,0.0179332503970019,-1.86514413136045,-6.41524633515392,-1.79697262389431,1,1,1,-0.0111933230316424,-0.00929529486679102,0.0103242448450836,0.999999999977305,1,0.999999999999992,1,0.999999999999994,1
