"","Rep2_Add.mean","Rep2_Add.sd","Rep2_Max.mean","Rep2_Max.sd","Rep2_Min.mean","Rep2_Min.sd","Rep2_p.value_Add","Rep2_p.value_Max","Rep2_p.value_Min","Rep2_avg.f.DKO","Rep2_avg.f.SKO1","Rep2_avg.f.SKO2","Rep2_z_Add","Rep2_z_Max","Rep2_z_Min","Rep2_p.adj_Add","Rep2_p.adj_Max","Rep2_p.adj_Min"
"APC-RB1",0.0613217535772118,0.090574024076621,-0.0403150663367889,0.083072547817392,0.00949447724733403,0.0711767614309003,9.23685199197785e-12,0.999999882975182,0.914304409651685,-0.0921423426666667,-0.076086791390709,-0.0773773048531694,-0.25142978256887,-12.2763102881583,-0.997942087272339,5.32524597450549e-11,1,1
"APC-RBL2",0.0502563506198691,0.0715534265649554,-0.0549227047659699,0.0648039795732564,-0.00797483181416097,0.05920071877834,8.68977124082174e-09,0.999999999997792,0.10769949097781,-0.1131538872,-0.076086791390709,-0.0873234464291601,-0.297062656094999,-12.4506676449301,-1.03823118580848,3.30326993360069e-08,1,0.249231282786346
"APC-RHOBTB1",0.0208453884951765,0.0641528870667856,-0.0848073030197588,0.0439862567226907,-0.0242725856850647,0.0406344012651034,0.00852183565033402,1,4.58206684664982e-06,-0.1299252772,-0.076086791390709,-0.0746838743044674,-0.418351209263078,-12.8073714054305,-1.07581835135184,0.0139678047865796,1,3.97112460042984e-05
"APC-ROBO1",0.0475092879980091,0.0998896687285394,-0.0605402373137143,0.080010665031715,0.00486723898886623,0.0818969516758794,4.1151587884132e-07,0.999999999999998,0.744764031157299,-0.103182286322857,-0.076086791390709,-0.0746047829301572,-0.308391331758682,-12.5177187381888,-1.00861378914042,1.23454763652396e-06,1,1
"APC-ROBO2",0.0145127450268709,0.076173167125645,-0.0891357130125168,0.0560553270048109,-0.0365286675606123,0.0456496425233442,0.0468282409349216,1,3.51619319016839e-16,-0.1401771256,-0.076086791390709,-0.0786030792361618,-0.444466545468119,-12.8590354802925,-1.10408429413256,0.0666962916001139,1,7.77078695027215e-14
"APC-RUNX1",-0.00991244578352066,0.132722888473694,-0.11802397499513,0.112236514608222,-0.0349988707883903,0.0734844920637122,0.393854858791511,1,3.89454093386638e-07,-0.1431104,-0.076086791390709,-0.0571111628257703,-0.54519415994352,-13.2038469311947,-1.10055615614614,0.455319566484345,1,4.45186317095416e-06
"APC-SETD2",0.0959585809565474,0.0986557086074075,-0.0803502278671568,0.0940371451693139,0.0241593816237042,0.0785234058134812,6.07987824832408e-09,0.999999982929284,0.971053366775694,-0.165893719333333,-0.076086791390709,-0.172021216765838,-0.10859016170366,-12.7541715780725,-0.964120728032384,2.38518300511176e-08,1,1
"APC-SIAH1",0.0715247225079085,0.0858011189539919,-0.0457881098537328,0.0743679284460123,0.0086720902616413,0.0629691935442414,4.79314883431134e-12,0.999999944061576,0.887947859951031,-0.1086407421,-0.076086791390709,-0.104078673217199,-0.209353520854735,-12.3416367545641,-0.999838741008601,2.91546575885176e-11,1,1
"APC-SMAD4",-0.00913697427930407,0.0954321950831791,-0.0852237656700131,0.0828074856135749,0.204435444590709,0.105567123197606,0.468853264960325,0.999999999997974,1,0.1283486532,-0.076086791390709,0.213572418870013,-0.541996174907508,-12.8123423202875,-0.548353851448019,0.529335837194576,1,1
"APC-TACSTD2",-0.0110454310528863,0.110984359180117,-0.109099742835617,0.087450797671013,-0.0236885410172696,0.0656244025270541,0.325694177880771,1,0.000216205489963562,-0.1217428528,-0.076086791390709,-0.0346106303564047,-0.549866504340126,-13.0973269390622,-1.07447138146955,0.385254665361197,1,0.00121995097741142
"APC-TBX3",0.0654648111786967,0.0840496772728846,-0.0507588446260088,0.064503917523951,0.0130776618047055,0.0565520278754502,2.18843983582594e-12,0.999999999999025,0.989368285829206,-0.103145994,-0.076086791390709,-0.0925240137879876,-0.234344130625704,-12.4009676436951,-0.98967826440465,1.38845513028957e-11,1,1
"APC-TP53",-0.0246066085910056,0.121642063450008,-0.104719717043103,0.106979327743675,0.0205801180120969,0.0743859691930875,0.0337997014329062,1,0.997061937000184,-0.05953299044,-0.076086791390709,0.0411604095417146,-0.605791760912165,-13.0450467759491,-0.972375508105667,0.0497982267778152,1,1
"APC-TTI2",0.0226372310172618,0.087238950489124,-0.083015212798561,0.0719882846703448,-0.0292865968508439,0.0648611464702804,0.0523939956451492,0.999999999999977,0.00035613947188934,-0.131433766,-0.076086791390709,-0.0814894802932194,-0.410961788064025,-12.7859809448451,-1.08738205940739,0.0733558024907787,1,0.001896549958736
"APC-UNC5D",0.0531112283235675,0.0997224108114682,-0.0598027413846987,0.0681875091310227,0.00422828270826623,0.0729518483940497,2.42532661658456e-09,1,0.764141976139918,-0.108685687,-0.076086791390709,-0.0857101239328585,-0.285289359298881,-12.5089159572714,-1.01008740051559,9.83481068376493e-09,1,1
"APC-USP9X",0.061853077824847,0.0659171014134522,-0.090562446609291,0.070587139388194,-0.014233713565862,0.053071103978689,7.96517559980832e-05,0.99999997333463,0.0995093742580931,-0.166649238,-0.076086791390709,-0.152415524434138,-0.249238642102755,-12.8760650295901,-1.05266591260463,0.000175737484947518,1,0.235623982618271
"APC-WDR11",0.116215523213285,0.0576856168193283,-0.037884811109291,0.0519294496222747,0.040128731822576,0.0307242091716665,9.50815904213199e-16,0.999956128173545,0.999999999996376,-0.113759836666667,-0.076086791390709,-0.154100334322576,-0.0250520847270401,-12.2473026645235,-0.927290952941933,9.47956307508798e-15,1,1
"ARID1A-ARID5B",0.0872384612873149,0.0780156472176815,-0.039706879054576,0.0560228560675808,0.019437957484748,0.0737399062161288,1.14711332526307e-09,0.999843684349949,0.954089840026631,-0.107507382857143,-0.113858553985165,-0.0721195842125799,-0.144551266738227,-12.269050940423,-0.975009648807424,4.85965581245634e-09,1,1
"ARID1A-ATM",0.120252033027226,0.0500270890969665,-0.0371174024027642,0.0491172481958657,0.00509449389152817,0.041883087275552,2.15092066646994e-27,0.999999303428498,0.777759844542678,-0.152274941538462,-0.116768260062017,-0.158462772160544,-0.00840582769179141,-12.2381428434968,-1.00808967595804,1.58451155763286e-25,1,1
"ARID1A-BAP1",0.105054738359933,0.10918060791005,-0.0215936398486804,0.104428864172372,0.0217741654813404,0.0996795000956169,3.2081749552258e-08,0.914949169322557,0.916581776064454,-0.104874212727273,-0.116768260062017,-0.0888431935589246,-0.0710783058803703,-12.0528505925141,-0.969621701645673,1.14049329507491e-07,1,1
"ARID1A-BAX",-0.00350208903023402,0.120049601017736,-0.122863612150645,0.114633105085666,-0.0213721518795893,0.082417002478588,0.758356585021421,1,0.00353487082710951,-0.140733675,-0.116768260062017,-0.0316632550047554,-0.518758340108691,-13.2616130339266,-1.06912914212353,0.797447130641082,1,0.014647620989835
"ARID1A-BRCA1",0.0727138084806648,0.0856398237978067,-0.0583522193268608,0.0726908962600187,-0.000134029115551294,0.0670660018671737,8.00383167990086e-16,0.999999999999999,0.49235592039485,-0.131200056923077,-0.116768260062017,-0.0907219728161125,-0.204449821458006,-12.4916024679507,-1.02014810814269,8.10158840270881e-15,1,0.876327450259828
"ARID1A-BRCA2",0.0509211419314473,0.100051412070016,-0.0713824658799093,0.0924463457283869,-0.0129654191583404,0.0537025613625811,7.4689249089775e-08,0.999999999999999,0.00472430432695829,-0.135269026969697,-0.116768260062017,-0.0709718130558446,-0.294321107688722,-12.6471320121744,-1.04974087199899,2.49976487107954e-07,1,0.0186901541277687
"ARID1A-CADM2",0.036741349777109,0.12432732225416,-0.0819818180688683,0.120983590795223,-0.000311089654022718,0.094166724081336,0.00187547238318042,0.999999999996755,0.485215392231845,-0.1190342575,-0.116768260062017,-0.0376409265935249,-0.352797483515266,-12.7736463040033,-1.02055645912304,0.00340667997273595,1,0.871809769782421
"ARID1A-CASP8",0.0552487872718399,0.0994731415441761,-0.0591975008064817,0.0874572391851781,0.00462736632832152,0.0898820584735256,2.92389667669978e-10,0.999999999998754,0.723188235842755,-0.10981892175,-0.116768260062017,-0.0546460138101721,-0.276474230060734,-12.5016917815129,-1.00916700239131,1.33771477122783e-09,1,1
"ARID1A-CBFB",0.0851155945602869,0.0548362865151468,-0.0510964471500816,0.0410035111128826,-0.0111661578896315,0.0443646672303441,1.3255527419635e-30,1,0.0119930686577002,-0.1473781996,-0.116768260062017,-0.111914322453144,-0.153305806382263,-12.4049972809306,-1.04559127373542,2.38563706102415e-28,1,0.0403624594926663
"ARID1A-CDH1",0.0437158986721483,0.107019809486757,-0.0749487663419253,0.09958703848259,-0.00367223098592637,0.0779503240490887,2.97448761218157e-05,0.999999999999851,0.315579736858911,-0.122336896,-0.116768260062017,-0.0533803933732926,-0.324034978538622,-12.6896995171839,-1.02830818838939,6.96849924691301e-05,1,0.614745242334712
"ARID1A-CDKN1B",0.0466281824442639,0.0686301783482983,-0.0737208089822585,0.0701833899589953,0.00907285382652239,0.0591238245854071,1.18590007958084e-07,1,0.903959235782638,-0.1112761376,-0.116768260062017,-0.0382282243522828,-0.312024943517081,-12.6750425690059,-0.998914468463056,3.81675608136942e-07,1,1
"ARID1A-CSMD1",0.0378762536583299,0.0973730744134449,-0.0807127534298159,0.0999887830690657,-0.0128283338874639,0.0706589422278135,8.16383065013442e-07,1,0.02303792331356,-0.13141734097561,-0.116768260062017,-0.0529878401636549,-0.348117226910448,-12.7584986976937,-1.04942471513401,2.32301275581078e-06,1,0.0710425263111177
"ARID1A-CTCF",0.123919789307574,0.0718385066995852,-0.0317509927679208,0.0485590451088153,0.0258072610754945,0.0619344457474563,1.03329976963789e-22,0.999999128493295,0.997510760406715,-0.129863521,-0.116768260062017,-0.138529087194297,0.00671971803944036,-12.1740891633744,-0.960320258455989,3.11398976031783e-21,1,1
"ARID1A-DUSP26",0.0551723082045174,0.0705903196454516,-0.0643267409004519,0.0672465055626731,-0.0144996741303249,0.0601986269687473,1.97663966341019e-15,1,0.00556219441910394,-0.133998723235294,-0.116768260062017,-0.0710863016087779,-0.276789623871513,-12.5629145965058,-1.05327929183736,1.8992928939724e-14,1,0.0215028274044659
"ARID1A-FOXA1",0.0148866279560489,0.104835003413979,-0.106714569675986,0.100445665136486,-0.0209940760822505,0.0429216687940003,0.0977331336747841,1,1.05314570844169e-06,-0.142595273714286,-0.116768260062017,-0.0407136416083171,-0.442924680929925,-13.0688574167932,-1.0682571938971,0.127302686888766,1,1.09958362944385e-05
"ARID1A-FTO",0.0791567806504229,0.0729330622171218,-0.0544082295364222,0.0617594178302295,-0.0122585963845835,0.0556558096334617,1.4392983776918e-30,1,0.0061407115226002,-0.145823606571429,-0.116768260062017,-0.108212127159834,-0.177879498145935,-12.4445268480051,-1.04811074156399,2.38563706102415e-28,1,0.0232645242256225
"ARID1A-GATA3",0.0636226247197685,0.0638456595876094,-0.058352901435957,0.0555233816687219,-0.0170810169871317,0.0582311080570065,4.64277962104655e-24,1,0.000519057993788262,-0.139056543142857,-0.116768260062017,-0.0859109078006082,-0.24194116636095,-12.4916106096322,-1.05923258834997,1.75895022214506e-22,1,0.00265741660140245
"ARID1A-KAT6B",0.052406011435125,0.0532206448196118,-0.0699519689383354,0.053932224770225,-0.0263371147547448,0.0480822258591181,2.8723887179447e-19,1,9.08127213931214e-08,-0.148695095128205,-0.116768260062017,-0.0846551984572856,-0.288197619685136,-12.6300575434427,-1.08057973114232,6.16168149359455e-18,1,1.26755440597136e-06
"ARID1A-KDM5C",0.0618379053652316,0.066180085118818,-0.0641772473093956,0.056691935493289,-0.0106647397063251,0.0571395033460816,4.3811386044724e-12,1,0.0633671505104018,-0.136679892380952,-0.116768260062017,-0.0817495376841666,-0.249301212163093,-12.5611302350214,-1.04443486356923,2.68953230996778e-11,1,0.160967129457457
"ARID1A-KDM6A",0.052563165771523,0.0862895769823984,-0.0682495877449688,0.0839060302470781,-0.0118535427692225,0.0633340659140099,9.81014345663294e-12,1,0.0237414348973615,-0.132666296285714,-0.116768260062017,-0.0684612019952198,-0.287549527249228,-12.609737853403,-1.04717657496563,5.607004406679e-11,1,0.0728730154488458
"ARID1A-KLLN",0.0494963674064707,0.0969768735124046,-0.0699287082545627,0.095528481508254,0.00213421508960481,0.070099462414264,2.44081448857785e-08,1,0.627922966581629,-0.117290860571429,-0.116768260062017,-0.0500189679158818,-0.300196768607005,-12.6297799029905,-1.01491690443773,8.7710569426944e-08,1,1
"ARID1A-KMT2C",0.0427453517084388,0.0577482286481516,-0.0755812687467617,0.051911209317964,-0.016407598116228,0.0503283408345343,4.65271698183346e-17,1,7.13399009916253e-05,-0.134734218571429,-0.116768260062017,-0.0607113102178499,-0.328037439815167,-12.6972490911957,-1.05767949663063,5.93370923445778e-16,1,0.000456988930989832
"ARID1A-MAP3K1",0.0388824552174256,0.0862782062473448,-0.0815475247373456,0.079583970326503,-0.014930999330943,0.0574470031957648,2.99680622599556e-07,1,0.000660808295549065,-0.135360979285714,-0.116768260062017,-0.0574751744411225,-0.3439677288158,-12.7684625614213,-1.05427404803794,9.1985302214586e-07,1,0.00331905984809871
"ARID1A-MLH1",0.00538363008203355,0.0899943068875345,-0.1124384988135,0.0822900287808993,-0.0369301234854187,0.0593045438846593,0.566701260434052,1,1.45099443679217e-08,-0.154752252380952,-0.116768260062017,-0.0433676224009685,-0.482114315665844,-13.1371784640046,-1.10501016345318,0.624643284568207,1,2.56535816424856e-07
"ARID1A-MLLT4",0.0175263255841675,0.0751552788538487,-0.0992910480703748,0.0818665232895184,-0.0133156875359339,0.0554523532105199,0.0118691154164306,1,0.00853236222525311,-0.130133061190476,-0.116768260062017,-0.0308911267126263,-0.432038770269868,-12.9802499658786,-1.05054868856055,0.0190769055056811,1,0.0308280989391979
"ARID1A-MYSM1",0.0864605794192307,0.052473621897071,-0.0371655374991586,0.0474481672989384,0.000672792212506977,0.046192721632331,2.31398622531306e-39,0.999999999999944,0.558690573649443,-0.122953324705882,-0.116768260062017,-0.0931551391728714,-0.147759191930051,-12.2387173859333,-1.01828735315388,3.06834573476512e-36,1,0.973487123073799
"ARID1A-NCOA3",0.0872733011561584,0.0703273274286229,-0.0372855032995793,0.0701789063033581,-0.00448985782997662,0.0692138794919347,9.13434884578047e-28,0.999999991878554,0.245758072548772,-0.129048662285714,-0.116768260062017,-0.0995537033798552,-0.144407589789928,-12.2401493025272,-1.03019386391152,8.07476437966994e-26,1,0.496760982011694
"ARID1A-NCOR1",0.0779897440213873,0.0623795936237536,-0.0396509351419451,0.0641381496311682,0.00757787063392069,0.0588703507489722,2.12492867296901e-27,0.99999999998037,0.89849470415328,-0.110062808529412,-0.116768260062017,-0.0717161004088035,-0.182692267739455,-12.2683831916434,-1.00236231662606,1.58451155763286e-25,1,1
"ARID1A-NF1",0.0595697906841535,0.0696540562144046,-0.0610697793993911,0.0678716266926961,-0.00942544477359829,0.0529376803318386,1.60390383295009e-19,1,0.0365236561195225,-0.130065014857143,-0.116768260062017,-0.0728665454792789,-0.258654743234975,-12.5240393737115,-1.04157670383983,3.5446274708197e-18,1,0.104151329063412
"ARID1A-NF2",0.038750761823985,0.0775042171474125,-0.0780174982380324,0.0760132454987111,0.045373047033446,0.0680001469534915,8.90346121930142e-08,1,0.999999999996466,-0.0713952130285714,-0.116768260062017,0.00662228520946102,-0.34451082227478,-12.726328023882,-0.915196099531215,2.9295259495766e-07,1,1
"ARID1A-NFIA",0.0684089536077406,0.075176423057333,-0.0664630025906198,0.0708372236634226,-0.0119949100873539,0.0577523785101327,2.40026031915324e-16,1,0.0241679833426308,-0.146866866285714,-0.116768260062017,-0.0985075598314375,-0.222202712945265,-12.5884131015158,-1.04750260742576,2.65228765266434e-15,1,0.0736706802582262
