"","f.avg","f.se","l","u","p_f.avg_vs_0","p.adj_I","f.ctrl","diff","p_f.avg_vs_CTRL","p.adj_II","Rep1_Add.mean","Rep1_Add.sd","Rep1_Max.mean","Rep1_Max.sd","Rep1_Min.mean","Rep1_Min.sd","Rep1_p.value_Add","Rep1_p.value_Max","Rep1_p.value_Min","Rep1_avg.f.DKO","Rep1_avg.f.SKO1","Rep1_avg.f.SKO2","Rep1_z_Add","Rep1_z_Max","Rep1_z_Min","Rep1_p.adj_Add","Rep1_p.adj_Max","Rep1_p.adj_Min","Rep2_Add.mean","Rep2_Add.sd","Rep2_Max.mean","Rep2_Max.sd","Rep2_Min.mean","Rep2_Min.sd","Rep2_p.value_Add","Rep2_p.value_Max","Rep2_p.value_Min","Rep2_avg.f.DKO","Rep2_avg.f.SKO1","Rep2_avg.f.SKO2","Rep2_z_Add","Rep2_z_Max","Rep2_z_Min","Rep2_p.adj_Add","Rep2_p.adj_Max","Rep2_p.adj_Min","gi.Weighted.Avg.Add","gi.Weighted.Avg.Max","gi.Weighted.Avg.Min","fisher.p.Add","fisher.p.Add.adj","fisher.p.Max","fisher.p.Max.adj","fisher.p.Min","fisher.p.Min.adj"
"BRCA2-MLLT4",-0.123996081880695,0.00661932029024686,-0.136174627273557,-0.109880956005483,0,0,-0.153079628839346,0.0290835469586508,0.005,0.0112479608482871,-0.00848487765237069,0.141911694668244,-0.120100863870957,0.112417805771922,-0.013093728503636,0.0739545781497333,0.463064312930597,1,0.0204410099306494,-0.124709714722222,-0.0789870121615977,-0.0372378249082538,-0.464726745030599,-8.88388295839702,-1.5287250169598,0.503105633749426,1,0.114366156827178,-0.0214195088426402,0.1092263488449,-0.11310982926766,0.09059535178598,-0.0315921281860911,0.0677817905885353,0.0260196140124709,1,5.25598526056175e-08,-0.123282448611111,-0.0709718130558446,-0.0308911267126263,-0.592648405871867,-13.1451914911667,-1.09269925763298,0.0391179231071842,1,7.83251577591053e-07,-0.0166075813705363,-0.115862444653362,-0.0231470305233111,0.0652897192352245,0.0753474044437839,1,1,2.32618893794954e-08,2.30417647918112e-07
"BRCA2-MYSM1",-0.143434086452281,0.00686494255257693,-0.157339316731407,-0.130164988673557,0,0,-0.153079628839346,0.00964554238706428,0.412,0.486844901456727,0.0508650343049472,0.114754923565432,-0.0951602936837628,0.108130119410622,-0.0181403593446234,0.0446112874482721,1.72857324446252e-06,1,3.1632215840215e-05,-0.164165687333333,-0.0789870121615977,-0.136043709476683,-0.179936204805974,-8.68172716544489,-1.54081562289091,3.58699236644334e-06,1,0.000407226390331311,0.0401195941635001,0.110310832181904,-0.0694912328185066,0.102015475780809,-0.0116108294465647,0.0551825140730008,8.01467000747709e-05,0.999999999999523,0.0146138352194778,-0.121221656428571,-0.0709718130558446,-0.0931551391728714,-0.338865862640832,-12.6245581786814,-1.0466168103557,0.000176535754649744,1,0.047846779014883,0.0452802201902831,-0.0815794978599166,-0.0155595966250628,3.28336620414216e-09,6.65710028546254e-09,1,1,7.20542711602778e-06,4.59345978646771e-05
"BRCA2-NCOA3",-0.131921313106804,0.00939270763738665,-0.149157911888036,-0.112272497480602,0,0,-0.153079628839346,0.021158315732542,0.126,0.178575539568345,0.047935346309903,0.130900098097595,-0.0881766483575903,0.114782636543215,-0.00384491113250667,0.0813607946989738,0.000249089896854868,0.999999999999896,0.310267975147364,-0.1399569058,-0.0789870121615977,-0.108905239948305,-0.193994312042902,-8.62512122788963,-1.50656690599696,0.000406765028607826,1,0.979560321536677,0.0460809863533233,0.0952827306426575,-0.0657126096002484,0.0894658204130772,-0.0118150285636697,0.06643808042082,9.06646660087148e-06,0.999999999973294,0.0331603274932146,-0.123608624517241,-0.0709718130558446,-0.0995537033798552,-0.314281538248258,-12.579456380758,-1.04708775046679,2.24293558073798e-05,1,0.0953808986030425,0.0467232231599025,-0.0742023196725451,-0.00862656295162931,4.72193108916651e-08,8.85612535252446e-08,1,1,0.057376572524977,0.150955030095475
"BRCA2-NCOR1",-0.12507401623899,0.00552902732979142,-0.136098130888968,-0.114793858018117,0,0,-0.153079628839346,0.0280056126003554,0.01,0.0199855072463768,0.040270623221206,0.11745058922555,-0.0861347552167104,0.105178180916995,-0.0125318648954169,0.0488155404431066,0.000147051514395651,1,0.00708527661341948,-0.138937243333333,-0.0789870121615977,-0.100220854392942,-0.230773484195204,-8.60857066292981,-1.52737891662315,0.000247449629554102,1,0.0469753839469712,0.0314771257979814,0.0950458047304775,-0.0684313224399169,0.0821664324634688,-0.0113023394287684,0.0416194912436557,0.000251496509019073,1,0.00146263189306761,-0.111210787666667,-0.0709718130558446,-0.0717161004088035,-0.374506739651604,-12.6119070459934,-1.04590534634297,0.000515431794372938,1,0.00659676833403962,0.0349569163153573,-0.0751408269613017,-0.0118198825601847,6.69864975673907e-07,1.16414280176094e-06,1,1,0.000129303675780571,0.000675026275925345
"BRCA2-NF1",-0.119562811556801,0.00890023664013073,-0.13647571125422,-0.102337981286379,0,0,-0.153079628839346,0.033516817282545,0.01,0.0199855072463768,0.00469891380782515,0.15298582031428,-0.108237246158447,0.127322403450201,-0.013171365267061,0.0972226661743824,0.724556119707906,1,0.0638701754868349,-0.126107525233333,-0.0789870121615977,-0.0518194268795608,-0.4014643244417,-8.78772240440998,-1.52891101739096,0.753538364496222,1,0.286121123971429,0.0308202592017902,0.11002457803645,-0.0717276100112652,0.0990076896780509,-0.0104702301202779,0.0575235680680259,0.00151638240348732,0.999999999999999,0.0294435048151927,-0.113018099333333,-0.0709718130558446,-0.0728665454792789,-0.377215607139131,-12.6512516663362,-1.04398627021898,0.00279267092642248,1,0.0871475164842534,0.0219154739803146,-0.0854853242611606,-0.0111706301725564,0.00858486094032844,0.0109773631696003,1,1,0.0136833151508692,0.043097567434804
"BRCA2-NF2",-0.0934611800894459,0.00563646074192435,-0.104561128816123,-0.0829690921635418,0,0,-0.153079628839346,0.0596184487498996,0,0,0.0278217796825339,0.116619775786718,-0.0831391466969687,0.0928397338685832,0.0045897000461693,0.0594971684958177,0.00728611467086291,1,0.7866441868189,-0.106371226333333,-0.0789870121615977,-0.0552059938542696,-0.290509257335018,-8.58428975791692,-1.48635945212194,0.0103372587008642,1,1,-0.0162016006802831,0.0986894742458632,-0.102192188588099,0.0716212824482443,0.00543945938114965,0.0556293382668368,0.0730598181098444,1,0.851047201455211,-0.0805511285266667,-0.0709718130558446,0.00662228520946102,-0.571130152613336,-13.0148780951786,-1.00729408933501,0.0984525597699733,1,1,0.00216920558459739,-0.0950836070843767,0.00504309633718669,0.00454510630076469,0.00595534679329445,1,1,0.938108042011987,1
"BRCA2-NFIA",-0.147394870257897,0.00601062165196211,-0.158262166107078,-0.135587700377062,0,0,-0.153079628839346,0.00568475858144868,0.612,0.673004784688995,0.0420624568881682,0.131480408439045,-0.110890941142193,0.110439632058938,-0.0130092703029717,0.0583169548548181,0.000828139821687379,1,0.0116467583758235,-0.165962668333333,-0.0789870121615977,-0.129038113059904,-0.222175370715713,-8.80923192923903,-1.52852267388101,0.00129647391211035,1,0.0718307051457765,0.0406523035539487,0.105627471956591,-0.0809075487432745,0.087736374085548,-0.00726721703611013,0.0532244452134706,8.21441081950326e-05,1,0.0781365678995301,-0.128827069333333,-0.0709718130558446,-0.0985075598314375,-0.336669009951939,-12.7608237823493,-1.03659922879071,0.000180336237527505,1,0.19402451130108,0.0412054313209049,-0.0925088118880001,-0.00987663106632546,1.19069796579126e-06,2.03987791038658e-06,1,1,0.0072821441858459,0.0248869154392569
"BRCA2-PBRM1",-0.167336471024971,0.0113721906613678,-0.187149412180019,-0.143702933440694,0,0,-0.153079628839346,-0.0142568421856259,0.354,0.42746584938704,0.000913935073540237,0.186794055094866,-0.151014248403487,0.150998276882518,-0.0349422123563064,0.113394842382981,0.959524586972529,1,0.000696992292019826,-0.186870395833333,-0.0789870121615977,-0.108797318745276,-0.419626544113583,-9.13445139833656,-1.58106912866089,0.963156398429655,1,0.00628715496066864,0.0362024094871528,0.131892455974612,-0.1012434129351,0.107536253607355,-0.00950742627339888,0.0807734059938913,0.00812396544476475,1,0.126566972941415,-0.146953248695652,-0.0709718130558446,-0.112625012824097,-0.355020031956069,-13.003553471022,-1.04176577604137,0.0133486718460447,1,0.28542143898013,0.0244622563370651,-0.117991853808913,-0.0180689262487724,0.0456347581606934,0.0535975990443573,1,1,0.000911777979837709,0.00387505641431026
"BRCA2-PTEN",-0.0672085821030219,0.0162155097810458,-0.0951851697544471,-0.0259872309536605,0.002,0.0020521609538003,-0.153079628839346,0.0858710467363236,0,0,0.00613024065672289,0.134165371764,-0.0949023429823611,0.109239288276243,0.034367111139084,0.0935847322336962,0.793233746739618,0.999998893998881,0.98444705166165,-0.0666654725,-0.0789870121615977,0.0061912990048748,-0.394596102853962,-8.67963634602123,-1.41501939287905,0.816003062976519,1,1,-0.032176259962857,0.113796422462812,-0.115596710239259,0.0798072099041848,0.0156687646930685,0.091608982234652,0.091839884621865,0.999999999986227,0.890571726002543,-0.0677516855833333,-0.0709718130558446,0.0353963874353683,-0.637008422882832,-13.1748750019489,-0.983702458537397,0.12045468546844,1,1,-0.0161486255776628,-0.108395125748517,0.024818476213262,0.263671146188644,0.280150592825434,0.999999999999388,1,0.99206804654107,1
"BRCA2-PTPN22",-0.109783139170241,0.0114491096373525,-0.130810172425463,-0.0844892341197289,0,0,-0.153079628839346,0.0432964896691046,0.004,0.00927058823529412,0.0372050161643278,0.148122670508635,-0.0903998713725613,0.119433926817115,0.00295437753688908,0.103258196762525,0.0140878061418242,0.999999999996485,0.614109048966056,-0.12465051,-0.0789870121615977,-0.0828685140027301,-0.245483799022169,-8.64314156215334,-1.49027732141989,0.0192780505098647,1,1,0.0346241002811923,0.106341930856118,-0.0649365594753842,0.0896900756355245,0.00464488183990978,0.0742852436095919,0.00329222776868997,0.999999999714501,0.725576125725467,-0.0949157779166667,-0.0709718130558446,-0.0585680651420144,-0.361528858128815,-12.5701934154163,-1.00912660673687,0.00572899477858648,1,1,0.0355019198064585,-0.0741183629865952,0.00406834371098144,0.000509192086554254,0.000712976459103423,1,1,0.805779596356316,1
"BRCA2-RB1",-0.127809786736397,0.00627636206537072,-0.139699251167541,-0.114518678306116,0,0,-0.153079628839346,0.0252698421029484,0.023,0.0421768617021277,0.0368412180279472,0.113906187981007,-0.0873262305857797,0.100257932016527,-0.0112648436084953,0.0589058573832514,0.000293027109215903,1,0.0222350255140481,-0.135432292222222,-0.0789870121615977,-0.0932864980885717,-0.24722948430418,-8.61822816659589,-1.52434341520266,0.000476169052475843,1,0.120148665730078,0.028161837909014,0.088410683151461,-0.0751070908862744,0.0782178473893565,-0.0169183512047116,0.0466182617040708,0.000856130648452397,1,7.74795412572025e-05,-0.12018728,-0.0709718130558446,-0.0773773048531694,-0.388178732756886,-12.6915892852802,-1.05885743569148,0.0016334233666876,1,0.000491568764148567,0.0314248703482045,-0.0797303773232408,-0.0147411047817304,4.06366752206848e-06,6.69369333448795e-06,1,1,2.45865065420904e-05,0.000142365535697868
"BRCA2-RBL2",-0.136035545473525,0.00663638446853137,-0.148076401036537,-0.122840403060362,0,0,-0.153079628839346,0.0170440833658206,0.145,0.201161971830986,0.0571805029840142,0.122545597729272,-0.0819432266629312,0.111198281195557,-0.00539314001972122,0.0655903989764102,6.15290198360507e-07,0.99999999999999,0.18931980683307,-0.144516869666667,-0.0789870121615977,-0.122710360489083,-0.149631429658596,-8.5745962280187,-1.51027611833213,1.32232545060945e-06,1,0.673024299894505,0.030741037218338,0.0940332145958201,-0.0753373861756352,0.0851651958603231,-0.0214757988726934,0.0414283830241379,0.000471632483784259,1,1.09941981018887e-07,-0.127554222266667,-0.0709718130558446,-0.0873234464291601,-0.377542312525758,-12.6943380990685,-1.0693681809947,0.000932018887478282,1,1.4875823146025e-06,0.0405393393694303,-0.0777796575828983,-0.0168893986799303,6.66292175601156e-09,1.32658171898969e-08,1,1,3.88967981133445e-07,3.16424259498741e-06
"BRCA2-RHOBTB1",-0.126299012782146,0.00897727711708201,-0.142391172638012,-0.108613339186107,0,0,-0.153079628839346,0.0267806160571995,0.052,0.0836732788798133,0.0447923301586077,0.123742897533148,-0.0844535231624524,0.11314595101378,-0.0112348220122732,0.0745920524221443,0.000149669194421477,0.999999999999987,0.0606735254437772,-0.140480675333333,-0.0789870121615977,-0.106285993330343,-0.209076074393381,-8.5949434364264,-1.52427149013012,0.000251535300130391,1,0.27638053318016,0.0335383400269787,0.0984712643108827,-0.0740932281347906,0.0851770727226858,-0.00448577917156404,0.0617138512596096,0.00129989663611962,0.999999999999999,0.247765427514658,-0.112117347333333,-0.0709718130558446,-0.0746838743044674,-0.366006450183187,-12.6794877789117,-1.03018445738776,0.00241409375279359,1,0.498538629566672,0.0379018006596835,-0.0778407876558807,-0.0072282916903499,3.20091804877631e-06,5.31216186818195e-06,1,1,0.0781332989303208,0.196221125722737
"BRCA2-ROBO1",-0.139864100200541,0.00527568981736707,-0.149703998417639,-0.129476978275227,0,0,-0.153079628839346,0.0132155286388048,0.136,0.1904,-0.00258524734570535,0.130624303568473,-0.131460218087444,0.0967644173308457,-0.0314145621154046,0.068697807892585,0.808626983744148,1,5.26511735842557e-08,-0.160289532857143,-0.0789870121615977,-0.0787172733498398,-0.436417370226992,-8.97595620459077,-1.57261766266914,0.82926479539423,1,1.45448867026506e-06,0.0261379333193351,0.107800024505935,-0.084904753692537,0.082494015305518,-0.00839597565479456,0.0602652814094454,0.0025224694312349,1,0.038970258228966,-0.119438662666667,-0.0709718130558446,-0.0746047829301572,-0.396525160132898,-12.80853458056,-1.03920246095356,0.00448363869412531,1,0.109945877471508,0.0145010336885963,-0.10449963911867,-0.0184065572515619,0.0146757729672264,0.01835856127787,1,1,4.30977291148436e-08,4.20202858869725e-07
"BRCA2-ROBO2",-0.144843610516311,0.00799304477951181,-0.159714270947677,-0.128657623428504,0,0,-0.153079628839346,0.00823601832303492,0.515,0.583074712643678,0.0413656841590399,0.14077607766201,-0.0966332263557855,0.119832223447537,-0.0103421291518413,0.0914543616929952,0.00140429238365267,1,0.0988833286774541,-0.148341039666667,-0.0789870121615977,-0.110719711664109,-0.225518834512002,-8.69366602129473,-1.5221327964287,0.00213787795720257,1,0.412324823353158,0.00822871129200642,0.0983123266456256,-0.0970954545842335,0.0839505219478544,-0.0360220151237601,0.0468132396034724,0.367196671408787,1,1.7230392404549e-15,-0.141346181,-0.0709718130558446,-0.0786030792361618,-0.470381418858854,-12.9540432741778,-1.10291581231796,0.429746501578156,1,1.90395836070266e-13,0.0190918144223036,-0.0969432813438434,-0.030690426598176,0.00441917421842786,0.00581331846590808,1,1,6.35661705930672e-15,1.79337749375334e-13
"BRCA2-RUNX1",-0.140815124290492,0.00757548288726787,-0.154518548646296,-0.125403929996369,0,0,-0.153079628839346,0.0122645045488537,0.307,0.381743011722272,0.0449339614485053,0.180699106022478,-0.116771110382784,0.149365668159483,0.0104451004424008,0.0874332597444778,0.00389028728861693,1,0.907090310833831,-0.151259971388889,-0.0789870121615977,-0.117206920675797,-0.208396456678166,-8.8568936413251,-1.47233121407752,0.00568745418379939,1,1,-0.00228729772949622,0.153833550590431,-0.111990820889214,0.130121920227756,-0.0206667504513933,0.0768201836716663,0.84561307574182,1,0.000464924496872825,-0.130370273611111,-0.0709718130558446,-0.0571111628257703,-0.513748633909928,-13.1318349623878,-1.06750228970778,0.870561287603768,1,0.00239879331849559,0.0175554007584563,-0.114053378166829,-0.00711272901732822,0.0220966527871589,0.0270420182875713,1,1,0.00369904348300887,0.0137393043654615
"BRCA2-SETD2",-0.162396317175976,0.0142164946818527,-0.189022538584612,-0.131333393819014,0,0,-0.153079628839346,-0.00931668833663024,0.579,0.645465642683913,0.118473739988046,0.11495110270134,-0.0928844313175426,0.123321791350051,0.0401451607500327,0.0709517763767001,2.26574762807151e-11,0.999999991997064,0.999783072484495,-0.171213010555556,-0.0789870121615977,-0.210699738382004,0.144484155399856,-8.66328016291688,-1.40117647012571,7.20475145041444e-11,1,1,0.0984678846464171,0.121807976248209,-0.0774982996756234,0.118302563775704,0.0328897450116956,0.0805780486040631,4.04008590815601e-08,0.999999280980204,0.99627812550881,-0.153060995294118,-0.0709718130558446,-0.172021216765838,-0.0982419856489882,-12.7201308490669,-0.943986075336224,1.41723648524203e-07,1,1,0.109049724255341,-0.0848718894801317,0.0369765168005783,3.8935702967777e-17,1.2685194627831e-16,0.999999999999736,1,0.999992235900786,1
"BRCA2-SIAH1",-0.128502250444735,0.00937388197374659,-0.14559288711778,-0.108359840306896,0,0,-0.153079628839346,0.0245773783946103,0.077,0.117981111111111,0.0743344321155261,0.136923346370863,-0.0758295846905679,0.120933612589685,0.0163054651394274,0.0874708044779824,8.46763073981224e-07,0.99999999419419,0.958851284868845,-0.133858551666667,-0.0789870121615977,-0.129205971620595,-0.0673183042768507,-8.52504210269308,-1.45829108267166,1.79362274137237e-06,1,1,0.0519045308563773,0.0915547127155101,-0.0660637867376057,0.0818384605674478,-0.00517763782268365,0.0459480810073731,1.08998957141906e-06,0.999999999992155,0.156382298306688,-0.123145955416667,-0.0709718130558446,-0.104078673217199,-0.290265687148564,-12.5836480451208,-1.03178007638276,3.03003390293851e-06,1,0.339382860154939,0.0588345539696546,-0.0691312903239413,-0.000531665685434098,2.64993613018092e-11,6.12162945752596e-11,1,1,0.434468138637864,0.839965375384596
"BRCA2-SMAD4",0.141485845135853,0.0124317185494248,0.117495373450161,0.165621453474839,0,0,-0.153079628839346,0.294565473975199,0,0,0.0213520369751904,0.137109549318268,-0.059790435363255,0.0940227687048244,0.228879988005112,0.137303546582224,0.157898338175856,0.999999589699164,1,0.147737515666667,-0.0789870121615977,0.205372490853074,-0.321554316375101,-8.39503677698463,-0.949009768475206,0.188116079444012,1,1,-0.00736643931416852,0.121598446247881,-0.0795666093941108,0.0821164305379121,0.207434336579942,0.12452757661856,0.561077176999428,0.999999999999928,1,0.1352341665,-0.0709718130558446,0.213572418870013,-0.534694624439885,-12.744818276624,-0.541437570189949,0.618958682779735,1,1,0.00527712053742089,-0.0710092359716071,0.217113213818822,0.303316442347032,0.320221021140258,0.999999999999916,1,1,1
"BRCA2-TACSTD2",-0.133107580554448,0.00717881993667325,-0.146766103292554,-0.118407449388352,0,0,-0.153079628839346,0.0199720482848972,0.095,0.139962606837607,0.0480498659633854,0.137041603680525,-0.0959928794651559,0.114723959661788,-0.00138549490479203,0.0723822560283441,0.000174472636624272,1,0.422437238080122,-0.145428240333333,-0.0789870121615977,-0.114491094135121,-0.193444789509405,-8.68847568953936,-1.50067469129634,0.000291007190143125,1,1,-0.0152044895877507,0.125395661122917,-0.115444183880793,0.0992502240545679,-0.0205472387069581,0.0657873625905529,0.196754298147101,1,0.000359253789762502,-0.120786933,-0.0709718130558446,-0.0346106303564047,-0.567018142905923,-13.1730544412313,-1.06722666229568,0.244513776329012,1,0.00190191928696793,0.0136212232720649,-0.107117852379395,-0.0118788859231621,0.000387206844355756,0.000545628348156995,1,1,0.00148623674276129,0.00600838390518743
"BRCA2-TBX3",-0.109576188153992,0.00645385508717609,-0.12232158252009,-0.0965307382576865,0,0,-0.153079628839346,0.0435034406853536,0,0,0.100185537538268,0.121823306466836,-0.0520152021143685,0.108751296815692,0.0374378210415259,0.0635240190580151,6.09937466981108e-18,0.99999998060992,0.999999999258407,-0.114762918611111,-0.0789870121615977,-0.135961443987782,0.0567282197355372,-8.33201462348056,-1.40766265438777,3.44160460092319e-17,1,1,0.0591063618438322,0.108382703805756,-0.0578443457350924,0.091732621566068,0.0125612425789247,0.0596327851109614,4.84995123453794e-09,0.999999999991882,0.990424029462334,-0.104389465,-0.0709718130558446,-0.0925240137879876,-0.260565888246165,-12.4855404684383,-0.990869271158277,1.92545968173572e-08,1,1,0.077255685583335,-0.0554210579853802,0.0242143210513461,1.76847038800341e-24,9.53248672557934e-24,1,1,0.999954003330791,1
"BRCA2-TP53",-0.0912074586279413,0.00716148580962744,-0.104760426871029,-0.0775676186322195,0,0,-0.153079628839346,0.0618721702114042,0,0,-0.049404579569229,0.148815105294017,-0.151466077928197,0.113450028546679,-0.0126870356410319,0.074272113442339,0.000383132147753046,1,0.0380072055153305,-0.114748534,-0.0789870121615977,0.0136430577308267,-0.661079926196453,-9.13811370257265,-1.52775067124448,0.000616545179515218,1,0.187351503767019,-0.0378549794525367,0.129027989035431,-0.121533136725537,0.108092882987351,0.0160117743063337,0.0715835156849194,0.00201235263291126,1,0.986798153588512,-0.0676663829666667,-0.0709718130558446,0.0411604095417146,-0.660427026729605,-13.2457324260175,-0.982911382710698,0.00363044842345624,1,1,-0.0428114037836628,-0.135776219640114,0.00219120286281749,1.16232278044665e-05,1.85468111536974e-05,1,1,0.16064590009536,0.369179312870793
"BRCA2-TTI2",-0.182351272060758,0.006959304861797,-0.195971655781336,-0.168547250905712,0,0,-0.153079628839346,-0.0292716432214122,0.01,0.0199855072463768,-0.0151121311092788,0.174296500256343,-0.179869365516616,0.127086506448358,-0.040768130592663,0.0813632219886909,0.369227350531391,1,7.92919712429064e-07,-0.211844225,-0.0789870121615977,-0.111426221729123,-0.496527619369818,-9.36833655160088,-1.59502673400237,0.407996222337187,1,1.59304778588021e-05,-0.00150299625778487,0.100982681478136,-0.108272266311159,0.0875999788473366,-0.0488449682323404,0.0553833160662949,0.905311861239978,1,1.30145452708741e-10,-0.156225902173913,-0.0709718130558446,-0.0814894802932194,-0.510514234764869,-13.0874501461572,-1.13248911825109,0.920585527610591,1,3.83495267315089e-09,-0.00492315938555121,-0.131333117062523,-0.0462875770677418,0.70056065537361,0.71128899619097,1,1,3.90178992627082e-15,1.17585760050798e-13
"BRCA2-UNC5D",-0.10556974080469,0.0104216917687313,-0.124345545116474,-0.0830288711901728,0,0,-0.153079628839346,0.0475098880346559,0.001,0.00267248062015504,0.121974861422961,0.1512172020678,-0.0529579840077427,0.137019732384828,0.0533251408246427,0.108021715555906,4.12151386794416e-17,0.999993718451374,0.999999908154748,-0.121087037138889,-0.0789870121615977,-0.164595553867424,0.161284285879552,-8.33965634216644,-1.36960016698744,2.16012940272488e-16,1,1,0.0666294852387031,0.135940667656486,-0.0484900329159095,0.118408362516636,0.0250670664046125,0.0897764638568929,2.69998686034358e-09,0.999999825538245,0.999537089154479,-0.09005245175,-0.0709718130558446,-0.0857101239328585,-0.229541104085748,-12.3738870163436,-0.962027353792508,1.08490381115624e-08,1,1,0.0913661595856674,-0.0504001774172541,0.0366115202026689,6.50519731998172e-24,3.38270260639049e-23,0.99999999997916,1,0.999999892797727,1
"BRCA2-USP9X",-0.201316174042283,0.0065880700883221,-0.213947755473535,-0.187925379404961,0,0,-0.153079628839346,-0.0482365452029373,0,0,0.0698217767922869,0.108299487430748,-0.129875587838402,0.108042194647578,-0.0091652353693108,0.0495794730683398,7.03737571779846e-06,0.99999999999997,0.0837069349760596,-0.202657494444444,-0.0789870121615977,-0.199697364630689,-0.0889722799099919,-8.96311198402458,-1.51931322047879,1.36626064448035e-05,1,0.365116433481102,0.0343063097122048,0.0824000769281544,-0.118109214721933,0.0839994141549283,-0.0366655033436398,0.0314594485986565,0.0288078671875135,0.999999999749649,2.29009406374707e-07,-0.189081027777778,-0.0709718130558446,-0.152415524434138,-0.362839402073604,-13.2048643559844,-1.10439987560898,0.0429204852703852,1,2.86477804578171e-06,0.0473279516042931,-0.122542035134205,-0.0287715524421923,3.32710876509706e-06,5.50779803061011e-06,1,1,3.59813586046251e-07,2.9634336341449e-06
"BRCA2-WDR11",-0.12838895088367,0.00538224001739609,-0.138823026994617,-0.117901894980353,0,0,-0.153079628839346,0.024690677955676,0.012,0.0235726495726496,0.140625723906723,0.136911745429236,-0.0670902606023502,0.10508224752798,0.0709212326043117,0.0839328545649114,2.14103011847775e-15,0.999999974943281,0.999999999998701,-0.1388812875,-0.0789870121615977,-0.198433463649888,0.250780445641776,-8.45420551084056,-1.32744384164109,9.78967564517756e-15,1,1,0.120554590295087,0.10388976950542,-0.0335843425444622,0.0984030492037385,0.0496213757562161,0.049353918524318,1.2171898932067e-12,0.993534139870781,0.999999999990113,-0.111267957222222,-0.0709718130558446,-0.154100334322576,-0.00715810471306495,-12.1959720996632,-0.905398268722734,8.11052159996021e-12,1,1,0.127888536177717,-0.0492386874844122,0.055093893696781,1.62126884592581e-25,9.07089658100263e-25,0.999979050965274,1,1,1
"CADM2-CASP8",-0.132151220138829,0.00948040320415126,-0.149401854578473,-0.111543982889725,0,0,-0.153079628839346,0.0209284087005167,0.136,0.1904,0.0067624314942251,0.148023677416114,-0.111769066619757,0.131004519325406,-0.0325169882860184,0.084563123487558,0.625126169485936,1,4.92030236908959e-05,-0.1510484864,-0.0823080640452783,-0.0755028538489468,-0.391562535251253,-8.81634957534319,-1.5752588307706,0.660491873098288,1,0.000609749620692785,-0.0209669987963029,0.114920397456191,-0.0979571028278444,0.101185558301292,-0.0362638351684585,0.0617793661871019,0.0654173789539516,1,1.32941887069457e-09,-0.1132539392,-0.0376409265935249,-0.0546460138101721,-0.590782289130035,-12.9643279420899,-1.1034735167798,0.0892422268445883,1,2.98781258057796e-08,-0.0105388063613824,-0.103118066682778,-0.0349599457320514,0.171623160441719,0.187765932958515,1,1,2.05117675941881e-12,3.53228621167446e-11
"CADM2-CBFB",-0.177308593774591,0.009674525530997,-0.196843598141759,-0.158426268827098,0,0,-0.153079628839346,-0.0242289649352452,0.089,0.132682162162162,0.0135115322231145,0.125421744772459,-0.138122988142648,0.110852939172347,-0.0489783696342373,0.0577015714998578,0.361626973153395,1,1.38653717541455e-10,-0.20061289,-0.0823080640452783,-0.131816358177836,-0.35917697680269,-9.02996128762048,-1.61469664210139,0.400599303593485,1,7.07133959461422e-09,-0.004449047953331,0.117651709914903,-0.119918028816409,0.11067981389717,-0.0385353161369221,0.0682256507579846,0.739755457819758,1,9.29682163411423e-07,-0.154004297,-0.0376409265935249,-0.111914322453144,-0.522663526114,-13.2264544333904,-1.10871218536362,0.782853740677573,1,9.86206838946837e-06,0.00395770405965436,-0.12900628152381,-0.0446235437856732,0.620255527251075,0.633147674468765,1,1,4.8451703304493e-15,1.39667301264691e-13
"CADM2-CDH1",-0.131440847009582,0.00433525196046919,-0.140128626087288,-0.123320757325943,0,0,-0.153079628839346,0.0216387818297632,0.043,0.071099520383693,0.0210374789874803,0.140956444864385,-0.106019647172149,0.118899651214958,-0.0140064920625933,0.0494744192013265,0.16938466142007,0.999999999999745,0.00605089259601547,-0.1404291744,-0.0823080640452783,-0.0797930331644243,-0.323063722813924,-8.76974765571096,-1.53091179559437,0.200181872587356,1,0.0412730745490614,-0.0319750420331825,0.12588608539872,-0.11527762559676,0.108539541696613,-0.0396937784364224,0.0473441634819809,0.019574413027627,1,9.34618702257184e-14,-0.122996362,-0.0376409265935249,-0.0533803933732926,-0.636178615566151,-13.1710663948888,-1.11138392249819,0.0303220463488708,1,6.19652199596513e-12,-0.00845322937629791,-0.111069474453545,-0.0274150475747865,0.0222447776424226,0.0271857835519376,1,1,2.04205123568668e-14,5.01437025651951e-13
